batchsize,dim_input,dim_output,activation_fct
36,513,3593,0
4,1553,2127,1
3,3187,3652,1
54,939,2669,0
48,3748,3515,0
58,3654,3459,0
26,3736,2571,1
14,2769,1616,0
26,530,669,0
2,3149,938,0
51,2550,3276,1
51,130,1239,0
10,2300,1160,0
15,544,1890,1
15,3619,1652,1
6,461,263,1
26,2685,317,0
24,529,2140,0
7,2828,27,0
22,98,3866,1
7,3231,1134,0
43,2873,1617,1
3,2959,2510,1
41,2926,1348,1
13,344,1356,0
57,270,3917,0
35,2355,1348,0
18,1871,3818,1
62,3408,488,0
55,348,3803,0
47,2791,849,1
58,2705,2914,1
15,721,1725,0
17,3274,4086,0
10,2621,8,0
46,1562,281,1
16,2155,2688,1
12,3012,3139,0
42,3049,2461,1
51,3372,2329,0
20,924,1692,1
11,3943,463,1
49,64,2502,1
4,1453,2374,1
53,3338,1441,0
37,2656,2078,1
40,1715,2373,1
18,2994,2401,0
62,2246,3570,0
57,2519,273,0
52,2089,3649,1
22,2876,1719,1
12,3405,3889,1
44,806,3777,0
13,2281,3850,1
62,550,4025,0
6,3711,4086,1
10,933,2406,0
57,3499,3085,1
37,1667,3408,0
54,3170,3048,1
57,3071,1361,0
25,3081,2683,1
57,2962,1194,1
7,2527,1878,0
27,984,3643,1
6,1759,190,0
53,1303,1910,1
49,2031,2492,0
41,1038,2658,0
60,485,1014,0
12,630,2353,1
14,2378,895,1
58,1606,656,1
4,1821,1307,0
35,3886,3437,0
25,1326,2146,1
27,1416,314,1
24,822,377,0
44,3736,2646,0
28,720,3381,1
10,2861,3736,1
49,3608,505,1
5,825,502,0
38,1759,128,0
25,1032,1303,0
13,1917,3314,0
48,997,1422,0
59,3253,2619,1
61,1900,837,0
21,3644,2056,1
46,851,2477,1
10,1225,1332,1
12,222,241,1
62,3402,2898,0
25,15,3987,0
42,2350,1170,0
6,4033,2186,0
56,1084,1135,1
30,92,1654,0
46,2663,3067,1
5,3700,2662,0
23,1583,2622,1
12,180,3940,1
16,1092,3270,1
20,1140,3435,0
39,2609,3849,0
17,429,631,0
41,2496,2117,1
2,3122,296,0
51,2881,3890,0
53,186,3383,0
45,1311,281,1
9,1907,3507,1
54,3250,3447,0
26,3339,3115,0
48,750,944,1
42,1536,1182,0
17,2474,3323,0
51,3654,365,0
51,3912,1101,1
12,619,2612,1
21,915,1359,0
63,1623,3223,1
30,1969,191,1
31,2061,1780,1
36,3493,3045,0
33,3083,1321,0
34,2736,3174,1
28,1782,1647,1
18,3769,3662,0
10,1973,3735,0
33,833,3488,0
60,18,1861,1
16,2590,1617,0
47,932,130,0
52,3680,1430,0
60,3470,3798,1
4,2793,2729,1
54,1041,1787,1
24,1500,3486,1
18,3228,1089,1
54,2155,860,1
10,488,1544,0
20,130,1690,0
21,1018,1187,1
63,3603,4076,1
18,3258,201,0
44,2932,319,0
8,1369,2214,1
11,7,1834,0
18,2242,122,0
18,1848,768,0
20,2460,465,1
51,730,3058,0
47,3257,1158,1
51,3783,2093,1
46,1174,2949,1
52,236,177,1
28,479,1178,0
10,1581,392,1
30,1635,1692,1
58,826,2736,1
35,2926,3890,1
18,1967,4023,1
24,2786,3262,1
51,329,2323,0
51,3312,2300,0
36,1030,3186,1
57,2345,1114,1
3,3468,2840,1
7,3777,2201,0
36,3496,1293,0
31,680,3310,1
20,1066,287,0
8,2749,3802,1
54,3839,1290,1
51,1741,3505,1
17,1135,524,0
61,3311,1147,1
30,207,3444,0
44,2302,3174,1
58,3862,3930,1
46,3180,1916,0
63,2548,1821,1
3,2355,2767,1
21,1599,3806,1
29,3382,3158,0
23,310,1467,1
8,1949,3666,1
58,3675,495,0
62,3143,3196,0
22,557,3055,1
59,2903,976,0
35,871,3184,0
29,848,2538,1
21,3379,3558,0
37,3668,4023,1
27,1702,3048,0
10,3590,1491,1
2,3819,1568,1
35,2231,3746,0
64,3087,592,1
50,3217,2479,1
13,82,1763,1
59,2226,1639,1
59,2906,2145,1
4,190,2728,1
55,3197,4095,1
7,667,363,0
1,1047,3435,0
48,3257,529,0
32,2597,3290,1
57,3503,2143,1
23,2843,3222,0
43,3323,2871,1
45,1962,1862,1
40,2136,2035,1
6,1382,3937,0
20,2732,3738,1
40,291,3145,0
4,725,855,0
49,1657,3012,1
54,96,2959,0
37,961,3280,1
18,1719,1267,0
5,414,817,0
11,2060,4053,1
53,1062,3431,0
48,2810,2207,1
11,1772,809,1
29,2874,3450,0
30,229,969,1
5,3839,3723,0
24,3214,3787,1
9,2025,1818,0
46,3847,2328,0
38,2331,89,1
56,3138,2332,0
57,2717,3284,0
18,1328,548,1
61,2362,1054,1
32,936,2255,1
61,1498,2195,1
50,1417,3952,1
39,2247,3645,1
10,599,2273,1
46,3774,1729,1
26,531,3563,1
26,475,703,1
57,3535,1998,1
53,1950,1238,0
25,137,3295,1
8,1727,2459,0
15,1897,2726,0
51,2687,3549,0
22,3280,3313,1
46,1877,1063,0
27,799,4030,1
64,2937,2472,0
21,2626,1166,0
11,1945,3924,1
16,2003,1121,1
4,1019,3259,1
13,3889,1459,1
30,70,3659,0
38,3189,2111,0
30,408,456,0
38,2195,1358,1
60,171,3252,1
10,1029,2951,0
30,1443,2105,1
63,3755,2277,0
1,121,4067,1
58,2812,2155,0
20,2878,1182,1
60,816,1487,1
30,955,3704,1
37,1412,2950,0
16,560,135,1
6,155,2424,1
10,146,2576,1
48,1398,3626,1
48,996,2762,0
37,974,2629,1
42,2404,3587,1
11,2457,702,1
12,2893,2372,1
57,2480,856,0
4,3294,276,0
45,3402,59,0
54,3803,580,1
27,84,2527,0
5,3706,2357,0
7,2995,2964,1
34,2010,2696,0
34,2292,3102,0
47,265,1090,1
63,3867,1653,1
42,3117,2482,0
29,251,2600,1
42,534,773,0
58,2243,1543,1
16,2669,1330,0
39,2323,2017,1
17,1753,1993,0
47,3841,1262,0
36,79,2250,0
50,978,1025,1
37,772,2980,0
36,252,651,0
35,982,614,1
57,3617,1893,0
17,399,990,1
60,2074,1162,0
28,2900,2462,1
30,1177,1570,1
62,3863,3007,0
19,2890,1171,1
62,207,1485,0
18,780,66,0
48,3654,2845,0
55,539,2993,0
35,2890,1872,1
55,2027,3741,1
52,3032,2184,1
54,685,2221,1
13,3754,840,0
62,2140,1509,0
51,2848,3358,1
27,478,1577,1
45,3222,1918,0
59,1975,3283,1
2,3586,418,0
5,1228,1877,0
2,1799,3611,0
40,3978,1895,0
28,1470,983,0
24,465,2759,0
20,1047,1325,1
59,3973,4085,0
44,1289,3100,0
55,3563,2570,0
52,3167,1828,0
14,2635,66,1
46,1708,3082,0
39,1303,651,1
36,46,3354,1
41,837,2847,1
40,2238,1894,1
11,1035,118,1
40,3300,2195,1
42,667,2613,1
5,2216,2377,0
9,3154,3309,0
7,415,760,1
51,3442,1340,0
44,1640,3219,0
55,587,2825,1
14,1635,2720,0
42,796,645,0
60,886,1474,1
53,1471,805,1
11,3324,886,0
42,3576,2127,1
32,707,3277,1
54,3928,3714,0
27,1225,2341,1
60,2979,1888,1
59,2938,708,0
3,2394,1463,1
50,1688,1408,1
58,2685,3687,1
8,3480,591,1
12,2695,1752,1
43,2860,1522,0
13,1738,3308,0
26,1896,3779,1
8,808,121,1
24,3896,3291,0
11,544,24,0
2,1700,43,1
5,1080,372,1
22,2776,4070,0
9,3329,1629,0
21,2758,526,1
63,2621,1541,0
60,1974,1160,0
58,1551,1240,0
55,3250,429,1
51,2828,2015,1
11,126,725,0
2,2403,3583,0
20,1196,3145,1
63,1950,293,0
33,3918,103,1
63,1492,513,0
22,1355,3623,0
7,3312,2208,0
19,2686,3089,0
8,2180,2178,0
51,2857,2946,0
20,72,1125,0
46,3995,1355,1
55,2757,1939,0
25,2662,1283,1
11,1369,1405,1
20,379,1905,1
27,2428,3275,0
49,3905,26,0
62,1084,720,1
51,3345,1195,1
59,2319,832,1
26,3754,953,1
63,9,2768,1
51,2817,1220,0
51,2406,2415,0
64,441,1487,1
27,3031,1353,0
37,1520,2240,0
42,1018,1001,0
10,1108,2856,1
8,2997,1020,0
50,1414,1003,1
3,3968,3392,0
3,3594,1387,0
64,2348,158,0
36,2199,3795,0
15,4058,119,1
36,3294,221,0
34,3447,1362,1
55,1576,230,1
7,2662,2761,1
58,3426,3045,0
24,3769,1755,0
36,3025,3483,1
43,4081,855,1
11,3907,315,1
37,59,3887,0
37,3299,1198,0
40,1982,1434,0
46,1538,1790,1
7,1674,3451,1
3,322,1140,1
15,976,2158,0
59,2891,2371,0
64,611,3290,1
64,1540,4063,0
54,3666,2018,0
12,724,105,0
40,1959,1893,1
23,3795,2303,1
24,1223,2017,0
41,3860,841,1
19,3079,57,0
33,3821,2292,1
53,33,3246,0
8,3130,4037,1
11,4002,3222,1
62,3711,2737,1
17,3036,668,0
45,1176,2804,1
59,1675,328,0
14,2121,1340,1
3,1714,158,0
18,546,4094,1
33,3906,1948,0
16,95,1380,1
61,1838,549,1
54,190,2614,1
4,4035,100,1
31,2421,2939,1
14,2661,4081,1
31,434,2481,1
16,2788,1068,1
53,1158,1472,1
22,1720,1675,1
28,1667,2841,1
40,299,3128,1
46,2669,2112,1
25,576,387,0
24,1376,289,0
26,2594,1173,1
21,70,1876,0
34,2673,961,1
56,1030,190,1
5,1382,3406,0
43,3609,1096,1
59,2426,998,1
12,1149,3752,0
35,3365,968,1
50,568,2925,0
4,2686,3040,0
47,3866,1535,1
64,1084,2293,1
15,3655,1927,0
45,2953,1981,1
13,4091,2924,1
39,1483,3054,0
17,3318,1373,1
56,444,1299,1
18,1665,70,0
40,1653,3738,1
29,1637,3680,1
7,3204,3851,0
63,2383,3482,1
17,1869,879,0
60,3811,668,1
50,3542,349,0
63,2699,1992,1
42,359,2683,1
49,3949,3542,1
52,802,699,1
53,3384,2783,0
58,886,4074,1
57,3397,407,1
33,3270,3798,0
46,3369,1794,1
37,561,953,0
2,1791,2722,0
53,961,1902,0
21,157,3384,0
5,2675,2057,0
24,1938,3738,0
32,3442,740,0
9,3968,3626,1
56,2236,1873,1
27,364,2528,1
45,957,3745,0
25,3147,3438,1
13,4006,1299,0
5,1161,3511,0
43,1239,263,1
54,908,2171,1
1,1155,2108,1
60,2206,942,1
18,1288,520,1
46,1057,2425,1
48,2760,3996,0
63,1967,1882,1
25,1730,2856,0
48,1400,855,1
32,2522,3775,1
35,995,240,0
20,1508,208,1
51,1798,3765,0
12,1294,2540,1
56,1891,1647,1
27,2391,3385,1
42,3156,3293,0
21,2042,1280,1
25,735,2325,1
20,1200,2065,1
20,1779,2971,1
32,1971,3121,1
37,304,2819,0
38,47,1528,0
58,3213,2820,0
44,3678,2264,0
24,943,3875,1
57,228,3050,0
53,2918,2799,1
32,1127,3786,0
20,4004,3771,1
54,3310,2818,1
43,546,847,0
31,2371,3620,1
2,2616,2580,1
10,4011,1538,0
49,1521,1086,0
57,1977,1982,0
24,2757,2697,0
8,1572,776,0
26,2880,3892,1
46,1266,1848,1
49,1328,1954,0
29,3712,2573,1
44,1356,2223,0
27,3288,2281,1
42,3615,2546,1
13,2484,2902,1
6,434,572,1
51,2663,3773,1
16,2112,4053,1
56,2999,1828,0
56,1686,1677,1
20,2849,1543,0
60,777,2373,0
20,2339,2172,0
18,262,1041,1
64,1869,3444,0
15,3993,1059,1
35,1527,2554,0
57,1782,1680,0
11,2517,2877,1
63,3569,3622,0
64,3860,1184,0
54,482,2254,0
3,2916,3248,1
38,2878,2717,0
52,2301,3308,0
51,2169,1378,0
13,3029,57,1
25,2686,2284,0
3,1288,518,0
64,589,604,1
34,1073,3877,1
26,1408,3097,0
19,1223,2070,1
23,282,3962,0
61,3398,839,0
17,1003,4017,1
22,280,3286,0
7,727,2920,0
2,1275,108,0
34,1184,1912,0
53,930,3167,1
2,2444,2458,1
5,431,3713,0
50,911,3937,1
23,2248,654,1
33,990,2856,0
42,1813,1040,1
8,1903,61,1
32,1919,3705,1
42,3338,633,1
25,800,2460,1
60,2822,3335,0
18,816,3294,1
34,4042,335,1
36,2040,2871,1
3,691,2914,0
30,3038,1372,1
25,2190,3464,0
19,955,1113,0
53,2166,3002,0
8,1703,3347,1
33,817,2721,1
1,855,2202,0
29,2744,1664,1
51,3955,3464,1
10,3258,286,0
14,3838,2389,1
7,3549,1047,0
35,2386,875,1
33,1183,2925,0
15,925,3265,0
63,410,543,1
17,1804,2994,0
44,844,1205,0
52,606,2449,1
9,3790,530,1
56,2532,2246,0
39,2004,583,0
40,863,3956,0
33,4056,3142,1
32,1962,2246,0
36,819,999,1
21,3034,438,0
42,3214,2286,1
36,3834,2339,0
51,1395,3408,0
37,1693,3930,0
54,3946,2477,0
18,833,73,1
51,4049,3703,1
51,937,122,0
55,1244,3832,1
5,2575,231,1
18,3147,232,1
46,3319,2030,0
49,2209,114,0
13,3641,1396,1
27,2308,3197,0
27,3618,1151,0
23,993,3523,1
28,2587,3848,1
27,1415,703,1
14,2710,2925,0
62,3928,2067,1
30,1987,133,1
62,800,3277,1
36,2992,1030,1
30,3818,886,0
50,231,2347,0
56,563,743,0
1,3111,2190,0
62,3585,1246,0
45,2824,230,0
2,2062,3029,1
64,855,3843,0
56,1433,816,1
11,1454,1686,0
64,3685,2523,1
51,2967,873,1
62,3634,1507,1
41,3950,2384,1
22,2247,2097,0
21,858,3349,1
35,2805,3557,0
38,284,2371,0
13,2840,1209,0
32,364,2095,1
15,2474,1786,1
13,3961,1725,1
49,3201,3833,1
42,2547,2754,1
17,2914,1205,1
13,3473,1965,1
63,565,2884,0
2,458,640,0
2,4094,1802,1
28,988,1312,0
7,3214,252,0
58,3008,900,0
6,2586,2788,1
3,406,1355,0
31,3249,1312,1
59,697,358,0
43,1323,408,0
33,2255,190,0
1,1552,1641,0
38,3427,2115,0
32,3367,3086,0
7,2837,967,1
62,3274,1404,1
57,3261,3001,1
21,2200,2586,1
2,452,3068,1
18,3083,1411,0
4,3459,2814,0
14,1758,3508,1
38,2934,2757,0
62,614,3587,0
18,2958,329,0
35,1401,2660,1
9,3424,2959,1
22,3276,2108,1
54,1519,3496,1
46,1379,3828,0
17,1759,488,0
31,2132,2295,0
37,1486,3047,0
26,578,3337,0
53,3474,843,1
15,651,2491,0
51,3096,2890,0
24,2315,1576,1
38,3276,2748,0
56,1893,2812,0
10,3917,1757,0
29,2630,663,1
38,968,885,1
52,2825,2864,0
10,235,3732,1
59,945,2546,0
51,1214,3620,0
35,2807,1474,0
8,2894,2883,1
2,1302,2954,1
24,1098,351,1
59,3108,2072,0
58,2840,3437,0
52,803,110,1
36,3256,3407,1
64,857,3772,1
50,3530,2267,1
11,3432,1814,1
18,1702,1755,1
10,1637,3323,0
26,1582,1873,0
25,120,2896,0
24,1924,1334,1
1,3883,2889,1
53,160,4024,0
41,2979,444,1
53,3566,1581,0
4,97,818,1
8,89,1575,0
28,295,1962,0
2,4055,3227,0
37,2705,1336,0
46,1965,2036,1
25,2193,3226,1
43,2525,2151,0
20,2901,2416,0
22,1268,2817,0
58,1349,3228,1
7,1963,1735,1
27,3953,3738,1
47,2675,1193,1
20,1948,562,0
7,1404,26,1
22,2145,3878,1
64,3454,1255,1
43,3110,1566,1
27,1288,4056,0
59,2711,242,1
56,697,4091,1
15,974,1922,1
27,1352,2668,0
34,3404,3878,1
62,2979,3912,0
52,2729,1754,0
27,2338,2330,0
27,881,2867,1
4,446,1352,0
5,2830,3018,0
48,2454,383,0
52,3562,1071,1
52,2509,1396,0
50,553,281,0
3,5,836,0
42,856,421,0
44,1783,1801,0
48,592,832,1
25,1427,957,1
33,1586,3671,0
2,723,2940,0
9,1893,2019,1
53,2825,1910,0
17,461,2581,1
52,2506,2375,0
40,2418,3390,0
3,4046,2299,1
11,1835,1327,1
46,2772,2763,1
8,337,1285,0
5,2485,3638,0
40,779,3759,0
24,1877,3721,0
47,4058,3682,1
6,3463,905,0
2,361,2448,0
11,2307,3713,1
20,3824,3672,1
17,3834,1722,1
12,628,3104,0
36,126,2651,0
32,798,1840,0
55,592,2423,1
38,1273,1793,1
55,812,1350,0
39,1835,1904,1
17,940,11,1
43,2671,195,0
26,700,2956,1
5,3836,1758,1
23,3657,2247,1
45,1413,2150,1
30,41,3391,0
28,3291,593,1
38,2535,3865,0
1,304,740,0
11,3222,1662,0
56,3664,644,1
27,2166,2781,1
50,3007,3213,0
26,2431,1652,0
28,3279,3298,1
18,1529,3527,0
51,1129,3963,1
20,1415,2436,1
36,508,3899,1
27,1532,3518,1
13,1362,2004,1
3,3047,944,0
61,133,3599,0
60,1853,2847,1
3,2525,3857,0
9,1326,2578,1
30,1640,3945,0
30,3402,418,0
3,890,3032,0
50,2121,599,1
51,3619,1236,0
56,3915,1316,0
57,898,1488,0
30,492,2647,0
43,2626,1579,0
38,414,3032,0
26,3716,2584,1
37,3484,2869,1
51,3648,728,0
52,1620,1467,0
24,2119,3848,1
63,2354,3632,0
56,1983,2338,0
62,1328,3931,0
57,1593,396,0
11,3385,1811,0
50,1394,2485,1
15,1147,627,0
8,3685,3286,0
17,3317,2788,1
51,530,212,1
32,2335,2194,1
35,1727,3997,1
9,1864,2568,1
36,4073,3913,1
43,3233,3847,0
56,1116,634,1
39,2507,4023,0
32,226,3814,1
28,3796,3822,0
48,2787,2235,1
26,3915,351,1
30,2160,3820,0
10,2993,406,1
47,1337,616,0
35,3709,417,1
37,3409,2021,0
44,2337,738,1
42,3583,3691,0
10,1582,1249,0
59,3201,3201,1
32,3543,703,1
7,1053,4047,0
17,505,3671,1
19,1552,2794,1
57,3383,2852,0
7,949,2085,1
30,1265,3510,0
19,141,1365,0
41,3386,3986,1
52,184,160,0
29,3820,3355,0
58,3248,1079,0
6,1593,4004,0
60,296,2614,0
22,1010,2213,0
29,2630,1659,0
45,2327,1131,0
34,3098,1349,1
11,4026,2779,0
30,645,2828,0
33,2202,279,0
62,2755,1651,1
14,1135,1237,1
62,1836,4070,0
21,2790,39,0
49,3270,3661,0
1,4023,2107,1
13,3671,1071,1
20,2618,1834,0
27,441,1328,1
3,3776,1662,1
27,4055,208,1
64,3822,3902,0
29,1996,3420,1
35,2920,3737,1
31,3528,1449,1
15,2436,3176,1
13,1572,136,0
37,101,3816,0
11,496,2891,0
19,1491,1382,0
23,3188,1027,1
36,2122,672,0
17,3924,1053,0
4,289,1786,0
43,2874,3851,0
57,2393,1361,1
54,1634,1869,1
49,2758,896,1
16,2079,460,0
19,914,1429,0
24,3689,2558,1
8,3515,487,1
47,3606,30,1
62,2491,3306,0
16,2450,3417,0
28,3767,335,0
40,1135,1691,0
54,3160,718,1
59,1290,550,0
3,1183,663,0
23,542,1506,0
39,1738,590,1
13,3205,1999,0
44,3377,26,0
55,465,2705,1
52,30,31,1
14,3742,1296,0
57,827,2994,1
64,3393,1299,0
40,829,3160,0
59,341,2262,0
13,1244,2387,0
64,3940,3659,1
34,2901,3911,1
50,512,3292,1
63,2581,3539,0
23,2427,2620,0
2,1982,970,1
23,1093,2520,0
13,2279,2305,0
45,3017,1839,1
35,4006,929,0
38,2549,2930,1
43,438,1194,1
47,1901,4081,1
36,3987,2110,1
50,211,2658,0
40,2608,3727,1
52,874,931,1
52,340,2656,1
39,3496,410,0
1,3008,2202,0
56,2120,2065,0
36,91,3954,1
15,1543,2377,1
27,1555,2236,1
34,3837,2709,0
26,502,2739,1
51,2014,909,1
57,3996,2565,1
14,407,3541,0
56,2035,2587,0
55,570,2066,1
38,2161,2081,1
57,3284,3670,1
50,1403,46,1
49,292,957,0
20,2193,3998,0
50,1654,2710,1
59,1715,676,0
15,2947,3256,1
55,3696,3302,0
50,319,206,0
8,3622,1721,0
42,1232,813,1
30,1985,1784,0
7,1599,152,0
56,2928,2582,1
19,761,1303,0
43,680,1937,0
16,1495,20,1
24,1219,3367,0
16,995,2297,1
45,3902,3244,0
60,3483,89,1
51,768,1369,0
41,3552,3157,0
50,1176,52,1
35,795,2116,0
25,3979,3688,1
38,2870,2580,1
49,1362,935,1
58,135,1785,0
54,3306,2651,1
20,900,1468,1
49,2448,1133,1
26,983,1725,1
36,2525,1434,1
39,1574,3412,0
46,423,3817,1
36,3673,1859,0
21,1227,3991,0
51,1797,1433,1
31,2079,72,1
43,1786,1957,0
12,3616,3090,1
60,3701,1542,0
31,450,890,0
4,3023,2164,0
12,2675,2847,0
21,1981,2314,0
44,1025,3496,0
14,3203,1815,1
8,1094,1996,0
26,1447,3423,1
8,3285,469,1
24,609,2339,1
56,2851,2830,1
46,2332,652,0
57,3116,926,1
2,2860,2076,1
37,1265,3374,1
17,1348,187,0
58,2389,3571,1
40,1358,3644,0
27,3636,652,0
18,3387,3513,0
9,2648,896,1
12,3509,3178,1
20,3195,609,0
14,2966,194,0
29,3139,3096,1
13,4030,640,1
57,1120,3776,1
45,2669,3964,0
23,375,2088,0
30,1681,1774,1
44,2104,2192,0
55,850,553,1
1,3119,3156,1
22,3407,4012,0
36,1825,2352,0
45,781,2408,0
4,739,1661,1
63,2587,3686,1
13,4008,1208,1
10,3589,783,0
42,1023,2865,0
52,2111,1407,0
58,2543,2230,1
13,4027,1830,1
32,3944,2840,0
59,2447,324,1
7,1661,1030,0
45,3160,1834,1
59,1078,1632,1
27,3935,165,1
15,2829,505,1
42,3211,3647,1
49,511,3157,0
59,6,3962,0
15,2739,1623,0
57,3104,3403,0
47,1422,2154,1
51,176,1969,1
26,3016,2981,1
54,892,1208,1
27,2994,621,0
52,415,4036,0
44,1757,3308,1
19,423,3696,1
33,370,2833,1
44,976,1419,1
6,3672,1811,1
64,2047,3661,0
47,876,2604,0
4,1135,1475,0
52,2875,559,1
6,175,1375,0
14,867,3304,0
49,2074,3670,1
40,3005,3155,0
64,2038,3252,1
23,194,1439,0
21,1420,4007,1
4,603,3485,1
2,3963,3422,0
52,1535,1795,1
16,1503,705,0
14,2303,1237,1
11,814,126,1
19,1871,3199,1
60,1893,70,1
54,3775,403,0
53,513,1824,0
26,1475,3915,1
9,1809,1272,0
27,3537,1576,1
38,715,3876,0
61,591,2390,0
48,2166,2559,0
24,3142,180,0
60,3183,450,0
60,467,2378,0
31,3868,1242,1
64,1831,1615,0
42,552,2087,1
5,3550,3626,1
4,3140,1690,1
22,2706,1874,1
28,2155,476,1
54,3656,3608,0
42,1755,831,0
43,3452,2669,1
56,1767,1748,1
12,912,1293,1
25,3840,879,0
56,2430,1909,0
42,2772,1740,1
10,4060,1958,0
42,2560,1616,1
45,1629,2327,0
60,218,2030,0
4,3069,2938,0
20,3311,1450,1
39,3595,414,0
16,3301,2282,1
16,3103,3089,1
47,55,1233,1
17,2162,2655,1
4,3097,4071,1
13,2576,1682,0
27,3188,451,1
53,3897,3328,0
18,3940,804,1
10,2842,2962,1
50,3241,1279,1
3,1213,109,1
15,169,2535,0
24,2900,3309,0
24,2753,4035,1
42,799,1397,1
46,3496,2208,0
8,1568,1490,1
40,2629,665,1
64,1248,2223,0
1,675,869,1
14,2611,368,0
35,947,2923,0
18,598,1207,0
40,2094,2366,0
51,1406,1452,1
3,3389,1051,0
17,2693,172,1
2,2340,2754,1
36,2913,1328,1
48,4025,2753,1
39,1089,2603,0
14,1938,2483,1
29,292,1055,0
35,690,731,0
50,2710,2576,0
60,3416,2438,0
13,2611,3896,0
37,2334,876,0
5,2161,2121,0
61,2112,260,0
62,3488,2092,0
64,1626,1623,0
30,2339,1265,0
58,3925,1725,0
60,1978,3058,0
35,2251,1605,0
32,1681,3378,1
47,153,1033,1
32,3383,1972,0
30,3551,463,0
40,4028,3973,0
26,434,739,0
60,2668,35,0
26,1328,3482,1
24,544,1402,1
1,3480,3116,0
36,3445,2714,1
50,219,3053,0
57,2792,2206,0
11,3074,1705,1
52,1940,2450,0
42,326,2743,0
40,704,2297,0
48,1458,3330,1
12,989,861,1
56,1295,3285,1
3,3431,584,1
50,1075,36,1
60,2546,2267,0
38,1412,1771,1
1,2313,1826,0
25,3400,2219,1
25,2270,3554,0
29,3084,2362,0
43,877,1131,1
63,2665,2487,1
32,709,3074,0
60,2112,1652,0
13,528,3135,1
53,1751,982,1
63,3099,3817,1
61,2321,3820,0
34,155,1244,0
43,2969,3503,0
46,1286,2133,0
17,3313,3975,1
7,3308,431,1
33,3044,178,0
27,1993,1986,1
4,3846,999,1
20,2017,2116,0
1,2436,1662,1
63,347,850,0
39,1009,2569,0
28,2914,3093,1
5,80,3058,0
60,78,3369,1
9,3070,1950,0
40,3376,236,1
14,366,3268,1
17,2566,1417,1
47,3188,2752,1
54,608,3653,0
47,3509,1175,0
33,3624,1285,1
34,3219,2584,0
42,752,1651,0
16,2720,513,1
30,2573,1934,0
5,936,172,0
16,2002,1856,1
58,1348,3784,0
64,2221,2131,1
21,119,1613,0
34,1059,2146,1
63,774,3667,0
63,2954,63,1
33,2640,373,1
36,1721,351,0
4,1584,1358,1
50,1611,3622,1
64,1032,2925,1
34,599,3463,1
46,2092,2956,1
50,938,2240,0
40,3989,2504,0
33,167,273,1
6,1526,21,1
40,1336,3723,0
48,3565,2080,0
42,260,2612,0
64,82,2913,0
16,201,2845,0
51,1574,25,0
10,1354,1705,1
50,792,2468,0
22,2981,1850,1
21,1610,320,1
28,2731,351,1
35,2428,3958,1
63,651,2267,1
22,1070,1341,1
63,2291,3446,1
35,1858,1359,1
10,1617,2427,1
30,2682,723,0
22,948,3330,0
52,2006,3280,1
29,2244,2462,1
21,1992,3350,0
34,2232,41,1
47,2719,1506,1
35,3981,962,0
63,1592,726,0
61,3425,2667,1
3,3610,2264,0
18,1437,238,1
24,2341,1446,1
19,4058,73,1
45,2338,1802,1
9,1610,3313,1
30,3236,2095,1
37,624,161,1
19,592,511,0
49,323,1743,0
37,2382,3642,0
8,2501,3249,1
31,443,3949,1
39,3247,3935,1
47,3217,2048,0
45,817,606,1
61,2029,3124,1
4,1155,3092,1
51,1551,3093,0
19,2754,2694,1
48,2697,3889,1
62,1843,203,1
60,933,57,1
7,836,708,0
6,3717,2955,0
24,862,3549,0
6,2123,748,1
4,3350,2427,1
20,329,2755,1
51,1079,1983,0
10,1468,2633,0
22,2361,1845,1
12,3404,1601,1
26,1250,2193,1
50,574,3693,0
44,2878,3167,1
5,2533,3603,0
53,459,1700,1
23,3486,1401,1
56,2606,2569,1
7,2180,4072,1
42,2912,1738,1
13,1725,3648,0
60,1044,3197,1
1,1552,1316,1
11,3578,1755,0
33,3494,96,0
49,2407,377,0
13,3910,1374,1
44,641,2494,0
18,2584,653,0
35,2172,3857,1
61,23,2981,1
11,2581,1772,0
55,927,3477,1
38,2602,2508,1
12,1677,1462,1
18,1517,1364,0
30,366,2207,1
18,1117,2407,0
55,2951,3408,0
17,3723,3247,1
56,155,949,0
51,2805,3526,1
53,3072,1817,1
37,1743,2013,1
43,501,3139,1
10,1509,2408,0
40,693,2002,1
39,2146,2099,0
20,3599,3720,0
26,3812,395,0
37,2108,2423,0
58,3679,453,1
21,3678,2431,0
5,2680,2098,1
37,3066,3277,0
53,335,2012,0
25,3736,3463,0
36,1036,1676,0
25,425,1170,0
61,1486,21,1
16,3688,3934,1
39,3278,4009,0
4,942,3481,1
57,4050,929,0
53,3067,3968,0
55,2011,3910,0
32,1052,3349,1
7,181,598,1
49,1657,1178,0
50,1606,3650,1
42,754,1148,1
29,2684,1302,1
59,1905,2302,1
61,300,457,1
10,3937,1680,1
30,3497,396,1
31,2802,3439,1
13,1675,2733,1
2,2173,937,0
34,1446,3391,1
31,1261,2620,1
62,1685,749,1
47,2053,2623,0
35,2633,2144,0
58,667,876,1
14,1649,1411,0
23,181,1037,1
24,490,897,0
43,1024,1738,1
58,851,3453,0
54,77,3196,1
17,1997,3116,0
9,2566,2770,0
54,3936,2340,1
31,935,1008,1
9,3615,1005,1
36,2202,2870,0
45,1021,1966,1
46,2143,2943,0
17,1173,324,1
46,3353,2242,1
54,1930,2588,0
3,3094,1193,0
64,2819,797,1
