batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias
8,326,2,28,4,3,0,0,0
8,326,11,2,27,3,0,1,0
8,326,11,11,30,4,0,0,1
8,327,4,27,29,3,1,0,1
8,327,6,12,10,4,1,0,1
8,327,6,23,29,4,0,0,0
8,328,12,27,15,2,1,0,0
8,329,1,7,21,2,0,0,1
8,329,6,8,4,2,0,1,0
8,329,12,20,26,2,0,1,1
8,330,1,23,9,1,1,0,0
8,330,2,28,1,2,0,0,1
8,330,6,12,5,2,1,0,1
8,330,6,24,15,4,1,1,0
8,330,11,9,11,4,0,1,0
8,331,4,7,2,3,0,0,0
8,331,10,30,12,4,0,1,1
8,331,11,17,1,4,1,1,0
8,332,6,9,21,2,0,1,1
8,332,10,11,23,2,1,1,1
8,332,11,22,20,3,1,1,1
8,332,11,30,8,1,0,0,0
8,333,5,1,17,4,1,1,0
8,334,4,22,6,1,0,1,1
8,334,9,17,29,1,0,0,1
8,335,1,5,22,3,0,0,0
8,335,1,8,2,2,0,1,1
8,335,3,2,29,3,0,0,0
8,335,6,5,22,4,0,1,0
8,335,10,23,6,3,1,0,1
8,335,11,9,29,4,1,0,1
8,336,1,13,24,2,1,0,1
8,336,7,5,4,3,0,0,1
8,337,9,14,19,3,1,1,1
8,338,1,25,15,1,0,0,1
8,338,3,22,26,2,1,0,1
8,338,3,26,1,2,1,1,1
8,338,4,11,19,3,0,0,1
8,338,7,21,4,1,0,1,1
8,338,9,13,9,1,1,1,0
8,339,1,6,27,3,1,0,0
8,339,9,25,21,4,1,1,0
8,339,10,12,13,1,1,0,1
8,339,11,19,28,3,1,0,1
8,341,1,6,27,4,1,0,0
8,341,4,14,4,4,0,0,0
8,341,4,15,3,3,1,0,0
8,341,4,26,28,1,0,1,1
8,341,4,28,5,4,1,0,0
8,341,5,9,6,1,1,1,0
8,341,9,26,3,2,0,0,0
8,341,9,28,9,2,1,1,0
8,341,10,22,10,4,0,1,1
8,342,1,17,2,3,0,0,1
8,342,3,10,7,1,1,0,0
8,342,8,17,14,1,0,0,0
8,342,10,22,11,1,1,1,0
8,343,1,23,18,3,0,1,0
8,343,1,24,25,3,1,1,1
8,343,5,3,20,2,0,1,1
8,345,3,14,8,2,1,0,0
8,346,8,13,9,3,1,1,1
8,347,3,10,4,3,1,0,0
8,347,7,25,8,2,1,1,0
8,347,9,28,9,2,1,1,1
8,347,11,9,2,1,1,0,0
8,347,11,25,16,2,1,1,0
8,347,12,19,18,4,0,0,0
8,348,8,4,2,2,1,1,0
8,348,8,27,20,3,1,1,1
8,348,10,6,17,4,1,1,1
8,348,10,8,28,4,1,0,0
8,348,12,10,27,3,0,0,1
8,349,1,14,10,3,0,0,1
8,349,1,18,23,2,1,0,0
8,349,1,24,24,3,1,1,1
8,349,2,14,13,1,0,1,1
8,349,7,9,20,2,0,0,1
8,349,11,6,24,1,0,0,0
8,350,6,21,21,2,1,0,0
8,351,1,18,22,2,1,0,0
8,351,3,13,16,2,0,1,1
8,351,3,17,19,3,1,0,0
8,351,6,6,4,3,1,0,1
8,352,5,23,10,1,0,1,0
8,352,6,21,21,3,0,0,1
8,352,11,12,20,2,1,0,1
8,353,2,16,25,1,1,1,1
8,353,7,15,25,4,0,0,1
8,354,2,5,24,1,0,0,1
8,354,6,22,27,1,0,1,1
8,354,11,4,5,1,0,0,0
8,354,11,27,21,2,0,0,1
8,354,12,19,1,2,0,0,0
8,354,12,20,16,3,1,1,0
8,355,3,12,13,1,1,0,1
8,355,4,22,7,3,1,0,1
8,355,8,12,9,1,0,1,0
8,355,12,8,12,1,0,1,0
8,356,5,28,28,4,1,1,0
8,356,6,2,7,3,1,0,0
8,356,7,27,28,2,1,1,1
8,356,8,19,18,1,0,0,1
8,357,2,2,20,1,0,0,0
8,357,12,21,23,4,1,0,1
8,358,2,7,27,4,1,0,0
8,359,2,10,22,4,0,1,1
8,359,8,22,4,1,0,0,1
8,359,11,4,20,2,0,1,0
8,359,11,9,3,3,1,1,1
8,360,4,5,22,2,0,0,0
8,360,4,10,10,4,1,1,1
8,360,4,24,10,3,1,1,0
8,360,11,26,27,1,1,0,0
8,362,2,16,3,1,1,1,1
8,362,2,16,23,2,0,0,0
8,362,6,17,7,1,1,1,0
8,362,12,22,2,4,0,0,1
8,364,8,7,10,1,1,1,0
8,365,1,27,11,2,0,1,1
8,365,2,1,7,3,1,0,1
8,366,3,2,22,2,0,1,0
8,366,7,26,23,1,0,0,0
8,366,10,7,9,1,1,1,1
8,366,11,26,21,3,1,1,0
8,367,6,6,19,1,1,0,0
8,367,6,18,1,3,0,1,0
8,367,8,6,25,2,0,1,0
8,367,9,6,11,1,1,0,1
8,367,9,20,24,4,0,0,0
8,367,10,13,10,4,0,0,1
8,368,1,7,25,2,0,1,0
8,368,4,2,14,3,1,0,0
8,368,10,16,10,4,0,1,1
8,369,4,14,3,1,1,1,1
8,369,7,9,27,3,1,1,1
8,369,8,3,23,3,1,0,0
8,370,1,7,15,1,0,1,0
8,370,5,14,15,4,0,0,1
8,370,5,25,3,2,1,0,0
8,370,5,26,9,3,0,1,0
8,370,10,9,3,3,1,0,0
8,370,10,17,15,4,0,1,0
8,371,4,15,24,4,0,0,1
8,371,6,12,8,2,1,1,0
8,371,8,24,13,3,1,1,1
8,372,4,17,11,2,1,0,0
8,372,6,6,13,3,0,1,1
8,373,1,10,25,3,0,0,0
8,373,3,11,12,1,0,0,1
8,373,5,7,20,1,1,0,1
8,373,10,8,26,1,0,0,0
8,374,5,7,25,3,1,0,0
8,374,6,11,7,1,0,0,0
8,375,1,1,10,2,0,1,0
8,375,1,23,3,4,0,1,0
8,375,8,11,20,3,1,1,1
8,375,11,8,1,2,0,1,0
8,376,3,21,7,4,0,1,1
8,376,9,20,12,3,0,0,1
8,377,1,23,21,2,0,1,1
8,377,2,2,7,3,0,0,0
8,377,5,13,22,3,0,1,1
8,377,10,8,10,3,1,0,0
8,378,9,2,3,1,0,1,1
8,379,1,9,7,2,0,1,1
8,379,7,25,14,4,1,1,1
8,379,8,17,13,3,0,1,1
8,380,6,26,18,2,1,1,1
8,380,12,24,16,3,1,0,1
8,381,2,6,11,4,0,1,0
8,381,3,24,17,1,0,1,0
8,381,7,5,14,1,1,1,0
8,381,10,1,19,2,0,0,1
8,381,10,6,18,1,1,0,0
8,382,5,13,15,1,1,1,0
8,382,7,5,14,2,1,1,1
8,382,12,16,22,4,1,1,0
8,383,1,22,7,3,1,0,0
8,383,3,24,15,3,1,1,1
8,383,5,6,11,2,1,0,0
8,383,5,13,17,2,1,0,0
8,383,9,2,8,1,0,0,0
8,384,5,3,10,4,1,1,1
8,384,7,9,3,3,1,1,1
8,384,9,9,1,2,1,1,0
8,386,2,2,1,2,0,1,0
8,386,2,20,12,3,0,0,0
8,386,7,16,25,2,0,0,1
8,386,7,22,9,2,0,0,1
8,386,12,24,2,2,0,1,1
8,387,4,16,20,3,0,1,0
8,387,10,22,14,2,0,1,1
8,387,11,18,16,1,0,1,0
8,388,5,7,8,3,1,0,1
8,390,1,13,8,3,0,1,0
8,390,4,22,19,4,1,1,0
8,390,7,4,5,2,1,0,0
8,391,2,23,24,1,0,0,1
8,391,9,3,19,3,0,0,1
8,391,12,8,25,2,1,0,1
8,392,3,12,9,2,1,0,0
8,392,9,18,2,1,0,1,1
8,392,12,24,16,1,0,0,1
8,394,11,7,9,1,0,1,0
8,394,12,18,9,1,0,1,0
8,395,1,22,14,2,1,1,0
8,395,8,10,9,1,0,1,0
8,396,2,12,13,4,1,0,1
8,396,7,14,9,4,1,1,0
8,396,8,13,5,2,0,0,1
8,396,9,6,13,4,0,1,1
8,397,2,13,1,4,1,0,1
8,397,5,14,15,2,0,0,0
8,398,1,1,16,3,1,0,1
8,398,3,14,12,3,0,1,0
8,398,7,7,12,4,1,1,1
8,398,10,5,10,2,1,0,0
8,398,10,16,2,1,1,0,0
8,399,1,16,12,3,1,0,1
8,399,2,1,7,3,0,1,1
8,399,10,9,3,2,1,0,0
8,399,11,7,10,4,1,0,0
8,400,6,23,24,1,0,0,1
8,400,8,5,14,3,0,0,0
8,400,11,21,13,4,1,0,1
8,401,5,20,17,4,0,1,1
8,401,8,1,23,3,1,1,0
8,402,5,12,8,2,0,0,0
8,402,9,8,4,1,1,0,1
8,402,11,2,7,2,0,1,1
8,402,12,3,22,3,0,1,1
8,403,1,16,2,3,0,0,0
8,403,5,8,4,4,0,0,0
8,403,9,5,19,2,0,1,0
8,403,9,15,8,3,1,0,0
8,403,11,18,2,4,0,0,1
8,404,3,12,14,1,0,1,0
8,404,4,10,1,3,0,1,0
8,405,6,21,12,3,1,0,0
8,405,8,24,1,1,0,0,0
8,406,6,4,9,3,0,0,1
8,406,9,13,19,4,1,1,1
8,407,1,10,24,4,0,0,1
8,407,4,8,23,1,0,1,1
8,407,6,14,10,4,1,0,1
8,408,2,10,8,2,0,1,1
8,408,2,16,3,1,1,0,0
8,408,3,8,24,2,1,1,0
8,408,4,19,5,2,1,0,1
8,408,4,23,11,3,0,0,0
8,409,4,10,11,4,0,0,0
8,409,5,4,12,4,0,0,1
8,409,5,9,9,1,0,0,1
8,409,7,17,1,3,0,0,0
8,409,7,18,6,2,1,1,1
8,409,8,21,5,2,1,1,1
8,409,11,4,3,4,0,1,1
8,410,1,9,14,3,1,0,1
8,410,8,24,3,4,0,0,1
8,411,4,1,1,2,1,1,1
8,411,6,11,11,1,0,1,0
8,411,6,12,3,4,1,0,0
8,411,11,1,9,4,0,1,1
8,411,11,20,20,4,0,1,1
8,412,2,22,23,4,1,0,1
8,412,3,7,20,1,0,0,1
8,412,9,15,17,1,0,0,1
8,413,3,23,20,2,1,1,1
8,413,10,24,17,4,0,0,1
8,413,11,10,6,3,0,1,1
8,415,6,18,7,2,0,0,1
8,415,10,6,4,4,0,0,1
8,416,2,24,6,3,1,0,1
8,416,7,1,23,2,0,0,0
8,417,2,22,13,2,1,0,1
8,417,6,2,4,3,1,1,1
8,417,6,14,13,1,0,1,1
8,419,5,22,11,1,1,1,1
8,419,7,7,19,3,1,1,0
8,419,9,8,11,4,1,1,0
8,421,2,10,23,1,1,1,1
8,421,5,15,8,3,1,1,1
8,421,10,2,1,1,0,0,0
8,421,12,13,16,2,0,1,0
8,422,6,11,21,2,1,0,1
8,422,7,20,8,4,1,1,1
8,423,4,10,23,3,1,0,1
8,423,10,23,1,1,1,1,0
8,424,2,6,2,1,0,0,0
8,424,8,18,19,4,0,1,1
8,424,10,16,3,1,1,1,0
8,426,2,14,10,4,1,1,1
8,426,4,15,13,4,0,0,0
8,426,5,13,13,1,1,0,1
8,426,7,19,21,3,1,1,1
8,426,8,11,15,1,0,0,1
8,426,12,14,14,3,0,1,1
8,427,2,7,18,3,1,1,1
8,427,11,6,17,4,0,1,0
8,428,9,14,8,1,1,0,0
8,429,2,10,13,4,1,1,0
8,429,8,7,11,2,1,1,1
8,429,8,11,18,2,1,0,1
8,429,12,10,5,1,0,1,1
8,430,2,7,3,4,0,1,0
8,430,4,20,1,1,0,0,0
8,431,2,13,21,3,1,1,1
8,431,2,23,19,4,0,1,1
8,431,7,3,19,3,1,0,1
8,431,11,14,19,3,1,0,1
8,431,11,15,6,3,0,1,1
8,432,1,5,23,1,1,1,1
8,432,3,18,9,4,0,1,0
8,432,4,18,23,2,1,1,1
8,432,10,11,1,4,1,0,1
8,433,1,10,4,3,1,0,0
8,433,1,17,19,2,1,1,0
8,433,4,10,16,1,1,1,1
8,434,2,19,4,3,0,0,1
8,434,9,12,6,2,1,1,1
8,434,10,3,2,4,1,0,1
8,435,5,3,6,1,1,1,1
8,435,6,20,15,4,1,0,0
8,435,7,7,16,2,1,1,1
8,435,9,9,6,1,1,0,1
8,436,3,4,22,2,1,0,1
8,436,4,3,4,2,0,1,0
8,436,8,14,16,2,0,1,1
8,437,2,22,14,3,0,0,1
8,437,4,12,15,1,1,1,1
8,437,10,1,22,3,0,0,0
8,438,9,18,9,3,0,1,1
8,438,10,19,20,4,0,1,1
8,439,1,10,14,4,0,1,1
8,439,1,21,15,4,0,0,1
8,439,6,5,15,3,1,0,0
8,439,7,1,1,4,0,1,0
8,439,7,7,17,1,1,0,0
8,439,7,9,17,3,0,0,0
8,439,7,18,7,4,0,1,1
8,439,9,21,19,3,1,1,1
8,440,7,22,22,2,0,1,1
8,440,11,6,21,1,1,0,1
8,441,6,11,2,1,0,0,1
8,441,7,2,14,4,0,0,0
8,442,7,22,16,3,0,1,0
8,442,9,19,20,3,1,1,0
8,443,5,19,18,2,0,0,0
8,443,6,2,11,2,1,1,0
8,443,9,4,10,3,0,1,0
8,443,10,8,19,2,1,1,1
8,443,12,4,16,3,0,1,0
8,444,6,14,21,4,1,0,1
8,444,8,14,8,4,1,0,0
8,445,4,19,3,2,0,1,0
8,445,5,7,7,3,0,1,0
8,445,5,8,15,2,0,1,0
8,445,6,20,5,2,1,1,1
8,445,8,18,8,1,0,1,0
8,445,9,12,8,4,1,0,0
8,445,10,12,10,2,1,1,1
8,445,10,22,11,3,1,0,0
8,446,3,7,5,2,1,1,1
8,446,8,22,12,1,0,1,1
8,446,9,2,14,1,0,0,0
8,446,10,12,14,2,0,0,0
8,447,5,5,2,1,1,1,1
8,447,6,16,22,4,1,1,0
8,447,7,8,12,2,0,1,0
8,447,7,22,8,1,0,0,1
8,447,8,18,18,3,1,0,0
8,447,10,13,4,3,0,1,1
8,447,12,4,15,1,0,1,1
8,448,1,21,5,3,1,1,0
8,448,2,4,22,3,0,1,0
8,448,5,14,8,2,1,1,1
8,448,10,2,16,4,1,0,1
8,449,1,5,8,3,1,1,1
8,449,1,12,11,3,1,0,0
8,449,6,22,9,1,0,1,1
8,450,2,17,1,3,0,1,0
8,450,7,14,15,1,0,0,0
8,451,5,12,5,3,1,1,0
8,451,6,18,20,3,0,0,0
8,452,8,21,8,4,0,0,0
8,452,10,4,16,2,1,0,1
8,453,4,17,9,1,0,1,1
8,453,8,14,4,4,1,1,0
8,453,8,15,13,3,0,1,0
8,453,9,10,16,2,1,1,1
8,455,1,10,19,1,1,1,0
8,455,1,15,5,3,1,1,0
8,455,4,2,21,3,1,0,1
8,455,4,9,4,2,0,0,1
8,455,6,12,20,4,0,0,1
8,455,9,12,2,2,0,1,0
8,456,1,4,2,3,1,1,0
8,456,9,2,7,4,1,0,1
8,457,7,11,8,2,0,0,0
8,458,4,2,14,2,0,0,0
8,458,5,15,5,1,1,1,0
8,458,6,10,9,1,1,0,0
8,458,7,17,20,3,1,1,1
8,458,10,18,17,4,0,0,1
8,459,1,10,2,3,1,1,1
8,459,6,7,12,3,1,1,1
8,461,1,21,8,4,1,1,1
8,461,7,9,3,4,0,1,1
8,461,8,5,5,2,1,0,0
8,461,11,8,6,2,0,0,1
8,462,4,4,12,3,1,1,1
8,462,8,13,15,1,0,1,0
8,463,4,2,6,4,1,1,1
8,463,10,12,16,1,0,1,1
8,463,11,11,16,2,0,0,0
8,463,12,2,4,1,0,1,0
8,464,2,3,2,2,1,1,0
8,464,6,6,13,3,0,1,1
8,464,12,14,14,3,1,0,0
8,465,2,2,9,1,0,0,0
8,465,3,19,10,4,1,1,1
8,465,5,14,21,1,1,1,0
8,465,7,12,6,4,1,1,0
8,465,7,12,7,2,1,0,1
8,465,9,5,19,1,1,0,1
8,466,12,3,21,3,0,0,0
8,467,1,17,15,4,0,1,1
8,467,3,7,14,2,0,0,0
8,467,3,10,21,4,0,1,0
8,468,4,9,7,4,0,1,0
8,468,5,17,11,1,1,0,0
8,468,8,12,6,1,1,0,1
8,469,2,21,11,2,0,1,1
8,469,3,15,9,3,0,0,1
8,469,6,20,6,4,1,1,0
8,469,10,5,11,1,1,0,0
8,470,1,17,11,2,1,0,0
8,470,3,15,20,1,1,1,0
8,470,5,14,5,3,1,0,1
8,470,7,4,11,2,1,0,1
8,470,11,14,1,1,0,1,1
8,471,11,5,3,2,1,0,0
8,472,2,6,9,4,1,1,1
8,472,5,11,11,2,0,0,0
8,472,5,13,19,4,1,1,1
8,472,6,16,2,3,1,0,0
8,472,6,21,19,2,0,1,0
8,472,8,2,20,3,0,1,1
8,473,3,5,3,3,0,1,1
8,473,8,18,18,2,1,0,1
8,474,5,3,18,4,0,0,0
8,474,11,18,13,1,1,0,1
8,474,12,14,2,4,0,0,0
8,475,4,12,3,2,1,1,0
8,475,5,6,19,2,1,1,1
8,475,5,17,19,3,0,0,1
8,475,7,1,3,2,1,0,0
8,475,7,4,15,3,0,0,0
8,475,8,14,18,4,0,1,0
8,475,10,12,1,2,1,1,0
8,475,11,1,5,4,1,1,1
8,475,12,14,4,1,1,0,0
8,476,1,7,2,1,0,0,0
8,476,3,10,13,2,1,1,0
8,476,7,16,9,2,1,1,1
8,476,10,12,14,1,0,0,0
8,476,10,12,17,4,0,1,0
8,476,12,6,16,4,0,0,1
8,478,4,2,15,1,0,1,1
8,478,5,12,7,4,1,1,1
8,479,1,7,14,4,0,1,0
8,479,9,12,11,3,0,0,1
8,480,4,14,3,4,1,1,1
8,480,9,19,2,3,0,0,1
8,480,12,15,18,2,1,1,0
8,481,12,6,20,3,0,0,1
8,481,12,20,2,4,0,0,1
8,482,5,8,19,4,1,1,0
8,482,8,17,19,3,0,0,0
8,483,1,14,14,4,0,0,1
8,483,4,12,6,1,1,1,0
8,483,6,13,15,2,0,1,1
8,483,12,4,20,4,1,1,1
8,484,5,6,6,1,1,1,0
8,484,12,9,6,4,0,0,0
8,485,6,9,3,3,1,0,1
8,485,6,12,19,3,1,0,0
8,486,12,11,14,2,0,0,1
8,487,12,14,14,1,1,1,1
8,488,6,13,11,1,1,1,1
8,489,1,15,14,2,1,1,1
8,490,8,17,10,4,1,0,1
8,490,11,9,10,4,0,1,0
8,491,1,8,13,2,1,0,1
8,491,2,4,17,1,1,0,1
8,491,2,7,12,2,1,1,1
8,491,2,19,19,1,1,1,1
8,491,7,10,19,2,1,0,1
8,491,8,5,12,2,0,1,1
8,492,1,1,9,1,0,0,1
8,492,3,1,16,2,1,1,1
8,493,4,17,13,2,0,0,1
8,493,6,15,7,1,0,1,0
8,493,10,18,11,3,1,0,1
8,493,12,1,10,4,0,0,1
8,494,2,4,12,2,1,0,0
8,494,5,8,2,4,1,1,0
8,494,8,1,15,2,0,1,1
8,494,9,9,6,1,0,0,1
8,495,4,7,1,3,0,1,1
8,495,8,7,19,3,1,1,0
8,495,9,2,5,3,1,1,0
8,495,12,20,1,2,1,1,1
8,496,10,9,4,4,0,0,1
8,496,10,19,14,3,0,0,0
8,497,3,7,3,1,0,0,1
8,497,8,5,9,2,0,0,0
8,497,8,8,15,1,0,1,1
8,497,12,16,9,2,0,1,0
8,498,4,3,16,3,0,0,0
8,498,8,13,7,2,1,0,1
8,498,12,4,8,3,1,0,1
8,498,12,19,3,3,1,0,1
8,499,4,19,3,1,0,1,0
8,499,5,5,9,4,1,0,1
8,499,6,2,7,4,0,1,1
8,499,8,13,10,4,1,1,0
8,500,3,5,14,2,1,1,0
8,500,9,11,3,1,0,0,0
8,500,11,18,3,4,1,1,1
8,501,7,18,9,2,0,0,1
8,501,12,17,19,1,0,1,1
8,502,2,14,12,4,0,0,0
8,502,3,16,6,4,1,0,0
8,502,6,12,6,4,0,0,0
8,502,7,17,18,2,1,0,0
8,502,12,3,18,3,0,0,1
8,503,6,11,2,2,1,0,0
8,503,8,15,18,1,0,1,1
8,503,12,13,4,4,0,0,0
8,504,4,4,6,2,0,1,0
8,504,6,10,14,4,0,1,1
8,504,6,10,16,2,0,1,1
8,504,10,8,5,1,0,0,0
8,504,10,9,3,3,0,0,0
8,504,11,5,18,4,1,1,0
8,505,1,10,10,4,1,0,0
8,505,4,19,9,1,1,1,0
8,505,6,11,10,1,0,0,1
8,505,6,18,14,2,1,1,0
8,505,8,18,17,3,1,0,1
8,505,10,12,15,1,0,0,0
8,507,8,12,14,4,1,0,0
8,507,10,4,14,4,1,1,1
8,507,12,11,19,4,1,1,1
8,508,1,12,15,1,0,1,1
8,508,4,11,1,4,1,1,0
8,508,4,13,2,2,1,1,0
8,508,5,5,2,3,1,1,0
8,508,6,6,17,3,0,1,1
8,508,6,9,6,3,0,0,0
8,508,9,15,14,3,0,0,1
8,508,10,8,8,3,0,1,1
8,509,1,2,13,3,0,0,1
8,509,1,13,19,3,1,0,0
8,509,2,1,9,1,1,1,1
8,509,2,3,19,4,1,1,0
8,509,5,15,5,1,0,0,1
8,509,9,7,17,1,0,0,1
8,509,9,13,18,1,1,0,1
8,510,1,7,12,4,1,1,1
8,510,3,13,14,4,1,0,0
8,510,3,17,2,1,0,1,0
8,510,9,9,7,1,1,1,1
8,510,10,6,14,2,1,1,0
8,511,5,13,16,4,1,0,0
8,512,1,18,19,2,0,0,1
8,512,2,5,19,2,1,0,0
8,512,8,18,1,1,0,0,1
9,1,2,9916,5372,1,1,0,0
9,2,2,4948,2148,4,0,1,1
9,2,3,1883,4462,3,1,0,0
9,3,2,2071,1196,4,0,1,0
9,3,3,969,445,2,1,0,1
9,4,2,544,1215,3,1,1,0
9,4,2,754,1439,2,0,0,0
9,4,3,262,552,2,0,1,1
9,4,4,1644,506,2,0,0,1
9,4,4,1972,650,2,0,1,0
9,5,2,1095,883,1,1,1,1
9,5,5,943,550,3,1,0,0
9,6,3,290,1214,4,1,1,0
9,6,3,1397,701,1,0,1,1
9,6,5,936,209,3,0,0,1
9,7,1,771,1051,2,0,0,1
9,7,1,1400,987,1,1,1,0
9,7,2,241,230,4,1,1,1
9,7,7,272,913,2,1,0,0
9,7,8,721,535,3,0,1,1
9,7,8,1243,112,3,1,0,1
9,8,1,444,332,1,1,1,1
9,8,1,651,318,4,1,1,0
9,8,6,141,844,3,1,1,1
9,8,6,470,1226,4,0,0,1
9,8,7,515,1149,1,0,0,1
9,9,1,818,580,1,0,1,1
9,9,4,275,182,3,0,1,0
9,9,4,730,700,1,0,1,0
9,9,5,32,515,3,0,0,0
9,9,5,504,529,1,0,0,1
9,9,6,145,1025,4,1,0,0
9,9,10,622,79,2,1,0,1
9,10,4,829,187,1,1,1,1
9,11,6,822,620,2,0,0,0
9,11,7,125,341,1,0,1,0
9,12,10,203,527,1,1,0,0
9,13,2,104,456,2,0,0,0
9,13,3,43,515,1,1,1,0
9,13,8,206,140,4,1,0,1
9,13,12,765,503,4,1,0,1
9,14,3,98,677,4,1,0,1
9,14,3,279,360,4,0,0,0
9,14,3,709,268,4,1,1,0
9,14,12,680,533,1,1,1,0
9,15,11,434,241,2,1,0,0
9,16,2,538,91,2,1,1,0
9,16,7,61,393,2,1,0,0
9,16,8,12,267,1,0,0,1
9,16,9,499,613,3,0,1,0
9,16,11,198,435,1,1,0,1
9,17,1,195,225,2,1,0,1
9,17,3,256,143,2,0,0,0
9,17,10,578,336,3,1,1,0
9,18,1,534,71,4,1,0,0
9,18,3,149,441,2,1,0,1
9,18,8,296,363,3,0,0,0
9,19,5,390,443,4,0,0,1
9,20,1,461,347,3,0,1,1
9,20,2,63,40,3,1,1,1
9,20,2,434,178,1,1,1,1
9,20,10,230,194,2,1,0,0
9,20,10,408,359,3,1,1,0
9,21,2,23,8,4,0,1,0
9,21,9,469,81,2,0,1,1
9,23,11,95,39,4,0,1,0
9,24,3,151,100,4,1,0,1
9,24,10,125,304,3,1,0,0
9,24,11,259,54,1,1,0,0
9,24,12,305,262,1,1,0,1
9,25,5,311,35,2,0,0,0
9,25,11,33,148,1,0,0,1
9,26,5,164,384,1,0,1,0
9,26,11,352,303,2,1,1,1
9,27,4,260,175,1,1,0,0
9,27,7,21,17,1,0,0,0
9,27,8,221,212,1,0,0,1
9,28,4,257,154,2,0,0,0
9,28,4,264,233,3,1,1,1
9,28,5,294,52,3,1,0,0
9,28,11,247,38,4,1,1,0
9,28,12,118,26,1,0,1,0
9,29,4,232,316,1,0,1,0
9,29,4,337,176,3,0,0,1
9,29,6,280,34,2,1,1,1
9,29,9,49,275,4,0,1,1
9,29,11,61,51,2,0,0,0
9,30,6,66,252,1,1,0,0
9,30,7,301,162,4,1,0,1
9,30,9,66,242,1,0,0,1
9,31,2,286,12,1,1,1,1
9,31,7,59,307,4,1,1,1
9,31,11,273,176,1,1,0,1
9,32,11,78,123,3,1,0,0
9,33,5,107,66,1,1,1,0
9,33,7,183,56,2,0,0,1
9,33,10,222,301,3,0,1,0
9,34,4,18,223,1,0,0,1
9,34,8,245,33,3,1,0,0
9,35,2,230,229,4,0,0,1
9,35,4,96,41,3,0,0,0
9,35,4,206,60,4,0,0,0
9,35,8,200,167,4,1,1,0
9,35,9,159,18,4,0,1,1
9,36,5,233,269,2,1,1,1
9,36,8,19,141,3,0,1,1
9,36,8,115,264,1,1,0,1
9,36,8,219,219,3,0,1,0
9,36,9,24,136,3,0,1,0
9,37,11,164,83,1,1,0,0
9,37,12,37,250,1,1,0,1
9,38,1,198,26,2,0,0,1
9,38,3,177,18,2,0,0,0
9,38,5,201,89,1,0,1,1
9,38,6,211,109,4,0,1,1
9,39,3,7,102,2,1,0,0
9,39,12,75,34,3,0,0,0
9,40,6,169,17,3,0,1,0
9,41,5,18,68,4,1,1,0
9,41,6,7,132,4,0,1,1
9,41,6,113,202,4,1,0,1
9,41,9,17,195,4,0,1,0
9,42,1,80,76,1,1,0,0
9,42,3,162,184,3,1,0,1
9,42,8,29,65,4,0,1,1
9,43,4,86,3,1,1,1,1
9,43,4,123,108,3,0,1,1
9,43,4,179,165,1,1,0,0
9,43,11,110,59,2,1,0,1
9,44,10,30,184,4,1,0,0
9,44,10,61,47,2,0,0,0
9,45,2,68,55,1,1,1,1
9,45,6,16,79,2,1,0,1
9,45,9,163,25,4,0,0,1
9,45,10,128,190,3,0,1,0
9,45,11,137,44,3,0,0,1
9,45,12,70,171,1,0,0,1
9,46,3,152,23,1,0,0,1
9,46,7,128,143,4,0,0,1
9,47,9,133,197,1,0,1,0
9,47,12,155,5,2,1,1,0
9,48,4,69,91,1,1,0,1
9,48,4,80,77,1,1,1,1
9,49,2,118,23,2,0,0,1
9,49,3,77,3,2,0,0,0
9,49,12,57,123,4,0,0,1
9,49,12,66,202,4,0,1,0
9,50,4,137,33,4,0,1,1
9,50,9,99,63,3,0,0,0
9,51,7,195,108,2,0,0,0
9,51,10,74,135,2,0,0,0
9,52,5,94,28,2,0,0,0
9,52,6,109,142,1,0,1,0
9,52,7,142,23,2,1,0,0
9,52,7,164,134,2,1,1,0
9,52,8,121,188,1,0,1,0
9,53,4,145,17,2,0,0,1
9,53,7,180,3,2,0,0,0
9,53,9,36,141,3,1,1,1
9,53,10,85,79,4,0,1,0
9,54,7,101,86,3,1,0,1
9,54,7,153,133,1,0,0,0
9,54,8,75,84,1,1,0,1
9,54,9,163,67,3,1,1,0
9,55,2,79,154,2,1,1,0
9,55,3,74,52,3,1,0,1
9,55,6,73,159,2,0,0,0
9,55,7,58,52,3,1,0,0
9,55,9,85,93,2,0,0,0
9,55,10,63,18,2,1,0,1
9,56,4,65,35,3,0,1,0
9,57,3,90,72,1,1,1,1
9,57,6,11,101,3,0,1,0
9,58,8,70,59,2,0,1,1
9,58,10,126,170,2,0,1,1
9,59,1,7,38,1,1,1,0
9,59,10,75,93,1,1,1,0
9,59,12,150,110,3,0,1,1
9,60,2,90,30,1,0,1,1
9,60,7,62,48,2,0,1,0
9,60,9,55,19,3,0,1,0
9,60,9,86,32,2,1,1,1
9,60,11,155,82,4,0,1,0
9,61,12,81,140,4,0,0,1
9,62,9,69,100,4,0,1,1
9,63,2,100,2,4,0,0,0
9,63,5,74,138,1,0,1,1
9,63,6,118,148,1,0,1,1
9,63,12,98,102,2,0,0,1
9,64,6,18,8,4,0,1,1
9,64,9,108,143,3,0,0,1
9,65,7,21,126,1,1,1,1
9,65,7,136,87,2,1,1,1
9,65,11,38,120,4,0,0,1
