batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias
16,186,1,7,49,1,1,0,0
16,186,1,27,31,2,0,1,0
16,186,2,3,40,2,1,1,0
16,186,4,1,3,3,0,1,1
16,186,6,13,3,3,1,0,1
16,187,3,43,26,2,0,1,1
16,188,1,15,52,4,0,1,1
16,188,1,35,40,3,0,1,0
16,188,1,50,4,3,0,0,1
16,188,3,24,28,2,0,0,0
16,189,3,40,18,1,0,0,0
16,189,5,40,45,3,1,0,1
16,190,2,3,42,2,0,1,1
16,190,3,50,31,4,1,1,0
16,190,6,26,20,2,0,0,1
16,191,2,21,50,1,0,1,1
16,191,3,21,18,2,0,1,0
16,191,4,37,8,3,1,0,0
16,191,6,51,9,2,0,1,0
16,192,1,18,10,2,0,1,0
16,192,1,34,46,2,1,0,0
16,192,1,40,34,2,1,0,1
16,192,3,41,20,4,1,1,1
16,193,4,46,35,4,0,1,0
16,193,5,22,7,4,0,0,0
16,193,6,9,30,1,0,1,1
16,194,1,6,25,1,1,0,1
16,194,3,1,5,2,1,0,0
16,194,3,29,22,1,1,0,1
16,194,3,39,16,2,0,0,1
16,194,6,21,2,2,0,0,1
16,194,6,36,46,4,0,0,1
16,194,7,44,10,2,1,0,0
16,195,1,15,50,1,0,1,1
16,195,1,44,27,1,0,0,0
16,196,1,22,8,2,0,0,1
16,196,2,13,41,2,0,0,0
16,196,2,41,32,1,1,0,1
16,196,3,2,30,1,1,0,0
16,196,5,8,12,2,1,0,1
16,196,7,34,45,1,1,0,0
16,197,4,21,3,3,0,1,0
16,197,4,24,18,4,0,1,1
16,197,5,30,30,2,1,1,0
16,198,1,32,18,3,1,0,1
16,198,6,1,28,1,1,0,1
16,198,6,40,15,1,0,1,1
16,199,6,37,47,4,0,0,1
16,200,3,26,47,4,1,1,1
16,200,4,28,36,2,0,1,0
16,200,7,7,5,1,0,0,1
16,201,1,14,33,2,0,0,0
16,201,3,45,11,3,1,1,1
16,201,4,2,46,4,1,0,0
16,201,4,20,12,1,1,1,1
16,201,7,15,21,1,0,1,1
16,202,4,18,1,3,0,0,1
16,202,6,6,37,1,0,1,0
16,202,7,36,17,2,1,0,0
16,203,6,12,23,2,0,0,0
16,203,7,10,34,3,0,0,0
16,204,5,21,6,2,0,0,0
16,204,7,22,2,2,0,0,1
16,204,7,22,31,1,1,1,1
16,204,7,28,36,2,1,1,1
16,205,1,30,19,1,0,1,1
16,205,1,36,30,4,1,1,1
16,205,2,11,17,3,1,1,0
16,205,4,18,16,3,1,0,1
16,205,4,31,4,1,1,1,0
16,205,5,22,34,4,1,1,0
16,205,7,41,31,2,0,0,1
16,206,1,1,5,3,0,1,0
16,206,4,4,45,2,0,1,0
16,206,5,45,14,4,0,0,0
16,206,7,47,8,2,0,0,1
16,207,2,15,44,3,1,1,1
16,207,2,20,20,4,1,1,1
16,208,1,23,10,1,1,1,1
16,208,1,32,31,3,1,0,0
16,208,1,37,12,4,1,1,0
16,208,3,29,47,1,0,1,1
16,208,4,30,35,2,1,1,0
16,208,6,12,10,4,0,0,0
16,208,6,17,9,1,1,0,0
16,208,6,21,22,4,0,0,0
16,208,7,41,35,3,0,1,0
16,209,1,30,26,4,1,0,0
16,210,4,7,27,4,0,1,0
16,210,4,33,26,1,1,1,0
16,210,6,6,4,3,1,0,0
16,211,2,1,16,4,1,1,1
16,211,2,19,15,1,1,1,1
16,211,3,13,5,2,1,1,1
16,212,1,41,11,2,0,0,0
16,212,3,21,5,3,1,1,1
16,212,3,25,29,1,1,1,1
16,212,5,15,32,3,1,0,1
16,213,3,43,40,2,1,1,0
16,213,4,31,23,1,0,1,0
16,214,3,1,26,1,0,1,1
16,214,3,4,39,4,0,0,1
16,214,6,6,7,2,1,0,0
16,214,7,33,39,1,0,1,1
16,215,6,27,12,3,0,1,0
16,215,7,2,39,1,0,1,1
16,215,7,41,37,3,1,1,0
16,216,6,11,28,1,0,1,1
16,217,1,44,13,1,0,1,0
16,217,2,22,33,4,1,0,0
16,217,3,4,30,2,1,1,1
16,217,4,28,9,3,0,0,0
16,217,6,4,38,3,0,0,1
16,217,7,8,6,4,0,0,1
16,218,2,6,12,3,0,1,0
16,218,6,43,38,4,1,0,1
16,219,1,9,26,2,0,1,1
16,219,1,21,19,4,0,1,1
16,219,2,44,17,4,0,1,0
16,220,4,20,43,2,0,0,0
16,220,4,39,28,2,1,0,1
16,220,5,15,13,2,0,1,0
16,221,1,5,31,1,1,0,0
16,221,1,36,23,4,0,1,1
16,221,2,22,35,2,0,1,1
16,222,5,3,34,4,1,1,1
16,222,7,1,33,1,0,1,0
16,222,7,28,44,1,0,0,1
16,223,1,21,21,4,1,0,1
16,223,1,26,15,2,1,1,1
16,223,1,33,14,1,1,0,1
16,223,3,5,5,4,0,1,0
16,224,1,25,13,4,1,1,0
16,224,1,35,26,2,1,1,1
16,224,4,37,14,1,0,1,0
16,224,5,11,37,1,1,0,1
16,224,7,34,22,3,0,0,1
16,225,2,38,38,2,1,1,1
16,225,4,21,35,1,0,1,0
16,225,5,25,8,1,1,1,1
16,226,4,5,18,2,0,0,0
16,226,5,10,6,3,0,0,1
16,227,2,32,34,1,1,1,1
16,227,7,10,20,3,1,1,1
16,228,2,31,41,1,0,0,0
16,229,1,42,6,3,0,0,0
16,229,2,41,8,1,0,1,0
16,229,3,37,9,2,0,0,1
16,229,5,26,37,3,1,1,0
16,230,1,31,13,2,0,1,1
16,230,4,40,18,4,1,0,0
16,231,4,15,8,3,1,0,0
16,232,1,15,23,2,0,1,1
16,232,2,29,10,4,0,1,1
16,232,2,40,31,2,1,0,0
16,232,7,25,38,4,1,1,0
16,233,2,4,8,4,1,1,0
16,233,4,5,16,3,1,0,1
16,233,4,32,22,2,1,0,1
16,233,5,2,5,1,0,0,1
16,234,1,3,41,3,0,0,0
16,235,3,39,16,1,0,1,1
16,235,6,18,5,1,1,0,0
16,235,6,34,6,4,0,1,0
16,235,7,7,27,3,1,1,1
16,236,1,14,30,1,1,0,1
16,236,2,27,19,4,0,1,0
16,236,3,1,29,2,0,0,1
16,236,4,22,26,2,1,1,0
16,236,5,29,8,2,0,0,0
16,236,7,1,18,1,1,0,0
16,236,7,9,4,4,1,1,1
16,237,3,1,32,1,1,1,0
16,237,6,18,32,2,1,0,0
16,238,1,31,27,2,0,0,1
16,238,2,17,32,3,0,1,1
16,238,3,20,13,2,1,0,1
16,238,4,31,31,1,1,0,0
16,238,7,30,29,4,1,0,0
16,239,2,26,23,3,0,1,0
16,240,2,25,35,3,1,1,0
16,240,2,33,4,4,1,1,1
16,240,3,36,17,3,1,0,0
16,240,6,12,38,4,1,1,0
16,241,5,4,28,4,0,0,1
16,241,7,6,38,3,1,1,0
16,242,3,32,29,3,1,1,1
16,242,4,19,29,4,1,0,1
16,242,4,36,30,4,1,0,1
16,242,6,5,36,1,0,1,0
16,242,7,16,11,1,1,1,0
16,243,4,12,18,4,0,0,0
16,243,4,29,26,3,0,0,1
16,244,3,13,9,2,0,1,1
16,244,7,11,4,3,0,0,1
16,245,2,29,5,4,1,1,0
16,245,2,32,2,3,1,1,1
16,245,3,28,31,4,0,0,1
16,245,4,11,30,4,1,0,0
16,245,4,35,6,1,1,1,1
16,245,6,16,2,2,1,1,1
16,246,2,8,6,1,1,0,1
16,247,4,14,32,3,1,0,0
16,247,4,37,9,4,1,1,0
16,248,4,2,10,1,0,1,1
16,248,6,31,1,1,1,1,1
16,248,6,37,37,2,0,0,1
16,249,2,11,7,4,1,0,0
16,249,3,10,15,2,1,1,0
16,249,7,11,2,1,0,1,0
16,250,1,4,14,3,0,1,0
16,250,7,28,7,2,0,0,0
16,251,3,31,8,4,1,1,1
16,251,7,18,11,3,0,1,0
16,252,1,30,18,2,1,0,0
16,252,1,38,22,4,0,1,1
16,252,2,30,21,1,1,1,1
16,252,4,18,22,2,0,0,0
16,252,5,16,4,2,0,0,1
16,252,7,36,27,4,1,1,1
16,253,1,21,23,3,0,0,1
16,253,1,26,14,1,1,0,0
16,253,1,29,26,4,1,1,1
16,253,1,31,1,1,1,1,1
16,253,3,33,14,1,0,1,0
16,253,3,35,21,3,1,1,1
16,253,6,4,17,3,0,1,0
16,254,1,15,7,2,0,0,1
16,254,3,26,36,3,1,1,0
16,254,4,34,31,4,1,1,0
16,254,7,17,3,1,0,0,0
16,255,1,1,36,1,1,1,0
16,255,2,23,24,3,0,0,1
16,255,5,8,2,4,0,0,0
16,256,4,3,30,3,1,1,1
16,256,5,32,7,4,1,1,0
16,256,6,36,1,1,1,1,0
16,257,3,36,11,4,1,1,1
16,257,4,31,34,1,0,1,0
16,257,5,32,8,2,1,0,1
16,257,6,23,37,2,0,0,0
16,258,4,10,4,3,1,0,1
16,258,5,2,13,1,1,1,0
16,258,5,27,23,1,1,1,0
16,258,7,36,34,2,0,1,0
16,259,1,26,25,3,1,1,0
16,260,1,13,33,4,0,0,0
16,260,1,23,29,4,1,1,0
16,260,2,11,6,2,1,1,1
16,260,4,35,14,3,0,0,1
16,260,6,3,4,1,0,0,1
16,260,7,21,22,4,1,1,1
16,260,7,34,11,3,0,1,0
16,261,4,7,13,2,0,0,0
16,261,5,37,24,1,1,1,1
16,261,6,31,18,2,0,1,1
16,262,2,26,10,1,1,1,1
16,262,5,7,1,3,0,1,1
16,263,2,28,27,4,0,0,1
16,263,2,29,20,3,1,1,1
16,263,5,25,26,2,1,1,1
16,264,1,14,10,4,1,1,0
16,264,1,22,22,4,1,1,1
16,264,1,32,5,4,0,0,0
16,265,4,34,28,2,1,0,0
16,265,6,32,5,1,1,1,1
16,265,6,32,13,2,1,1,0
16,266,2,3,33,4,1,0,0
16,267,4,14,13,1,0,1,1
16,268,1,28,6,2,0,0,1
16,268,1,30,12,3,0,0,1
16,268,2,9,6,2,1,1,0
16,268,2,10,19,2,0,1,0
16,269,1,2,18,2,0,0,1
16,269,2,35,20,4,0,1,0
16,269,5,8,18,3,1,0,0
16,269,6,10,28,1,0,1,0
16,269,6,13,28,2,1,1,0
16,270,4,17,7,4,0,1,0
16,270,7,14,29,4,1,1,0
16,271,2,14,28,1,0,1,0
16,271,5,5,11,2,0,0,0
16,271,5,12,9,1,0,1,0
16,271,5,15,17,3,1,1,0
16,272,6,9,31,2,1,0,0
16,272,7,32,12,4,1,0,1
16,273,3,7,20,1,0,0,0
16,273,6,11,22,3,1,1,0
16,274,5,3,31,3,1,0,0
16,274,7,23,30,2,1,1,0
16,275,3,16,17,3,1,0,1
16,275,4,31,27,1,1,0,1
16,275,6,11,26,4,0,1,0
16,276,2,30,19,1,0,0,1
16,276,2,31,5,2,0,0,0
16,276,3,15,8,1,0,1,0
16,276,4,30,5,1,1,0,0
16,276,7,33,7,3,1,0,0
16,277,3,3,27,1,0,0,0
16,278,4,1,12,4,1,0,1
16,279,1,12,23,3,0,1,0
16,279,1,29,31,1,0,0,0
16,279,2,28,3,3,1,1,1
16,279,6,27,26,2,1,0,1
16,280,6,5,20,2,0,0,1
16,280,6,7,28,1,0,0,0
16,281,1,32,16,2,1,0,0
16,281,2,14,1,4,1,1,1
16,281,3,1,8,1,1,0,0
16,281,4,11,20,4,1,0,1
16,281,5,17,26,2,0,1,1
16,281,5,30,2,1,1,0,0
16,281,6,18,31,2,0,1,0
16,281,7,16,11,4,0,0,1
16,282,1,20,8,2,1,1,0
16,282,2,10,26,2,0,0,0
16,282,6,13,13,3,1,1,0
16,283,2,18,33,3,0,1,0
16,283,4,4,7,4,1,1,1
16,283,4,8,6,4,0,0,0
16,283,6,4,12,4,1,1,0
16,283,6,8,4,2,0,1,1
16,283,7,3,23,2,0,1,0
16,284,6,2,12,2,0,1,0
16,285,2,23,32,2,1,1,1
16,285,7,23,25,4,0,1,0
16,286,2,1,26,4,1,0,1
16,286,5,24,7,1,1,1,1
16,286,6,12,2,4,1,1,1
16,286,7,31,33,4,0,1,0
16,287,3,21,28,2,0,0,0
16,287,5,25,27,2,1,0,0
16,288,3,33,27,4,0,1,1
16,288,4,24,5,1,1,1,0
16,288,7,4,1,4,0,1,1
16,289,1,31,14,3,1,1,0
16,290,3,22,14,1,1,1,1
16,290,5,4,26,4,0,0,0
16,290,5,19,16,2,0,1,1
16,291,1,4,24,2,1,1,1
16,291,2,22,3,3,1,1,1
16,291,2,32,4,3,1,1,0
16,291,3,2,23,4,0,1,1
16,291,3,14,23,3,0,0,1
16,292,1,9,7,3,1,0,0
16,292,1,9,24,2,1,0,0
16,292,4,5,24,2,1,0,1
16,292,6,25,5,1,0,1,0
16,293,1,1,29,1,1,1,0
16,293,2,6,17,1,1,0,1
16,293,2,27,23,3,1,0,0
16,293,4,3,5,4,1,0,1
16,293,5,17,26,3,0,1,0
16,293,6,5,27,3,1,1,0
16,293,6,6,7,3,1,1,1
16,293,6,7,21,3,0,0,0
16,293,6,18,10,3,0,1,1
16,293,6,20,27,3,1,0,1
16,293,7,33,1,2,0,1,1
16,294,5,23,12,3,1,0,0
16,294,5,29,12,1,0,1,1
16,294,7,26,5,3,0,0,0
16,296,1,22,27,3,1,0,0
16,296,5,21,17,3,0,1,0
16,296,7,24,30,3,1,1,0
16,297,1,6,15,3,1,0,0
16,297,1,20,22,1,0,1,1
16,297,2,13,30,2,1,1,1
16,297,7,7,1,1,1,1,1
16,298,6,15,6,2,0,1,1
16,298,7,30,31,1,0,0,1
16,299,1,20,5,3,0,0,1
16,299,1,28,25,1,1,1,1
16,299,3,11,6,2,1,1,0
16,300,7,5,9,2,1,0,1
16,300,7,17,19,1,1,0,1
16,300,7,28,27,3,1,1,1
16,301,1,9,11,3,1,1,0
16,301,1,30,31,4,1,1,1
16,301,1,31,10,3,0,0,0
16,301,2,20,9,2,0,0,1
16,303,1,16,9,2,0,1,0
16,303,3,14,32,3,0,1,0
16,303,5,6,28,3,0,1,1
16,304,2,17,9,1,0,1,0
16,304,2,31,6,2,1,0,1
16,304,5,16,4,4,1,0,0
16,304,6,26,22,1,1,1,0
16,305,1,12,30,4,0,0,1
16,305,1,18,11,3,1,0,0
16,305,4,11,21,1,0,0,0
16,305,6,17,4,1,0,0,0
16,306,3,15,18,1,1,0,0
16,306,6,25,5,1,1,0,1
16,306,6,28,23,1,1,1,1
16,307,1,15,9,4,1,0,1
16,307,1,18,3,1,0,0,1
16,307,4,18,25,4,0,1,0
16,307,5,3,11,3,1,1,1
16,307,6,23,15,4,1,0,0
16,308,1,7,18,2,0,0,1
16,308,2,2,11,2,1,1,0
16,308,2,18,31,1,0,1,0
16,308,3,25,22,1,1,0,0
16,308,3,30,31,3,0,1,1
16,308,5,16,28,4,1,0,1
16,309,1,22,19,1,1,0,1
16,309,1,29,20,2,0,0,0
16,309,2,26,7,3,0,0,0
16,309,4,1,6,2,0,1,1
16,309,6,27,3,2,1,0,1
16,310,3,12,8,3,0,1,1
16,310,6,22,10,3,0,1,1
16,311,1,5,4,2,0,1,1
16,311,1,15,25,4,1,1,0
16,311,4,6,18,2,0,1,1
16,312,1,7,2,1,0,1,0
16,312,1,11,19,4,0,1,1
16,312,3,15,17,4,1,0,0
16,312,3,16,3,4,0,1,1
16,312,6,6,10,1,1,1,1
16,312,6,19,29,1,0,1,0
16,313,1,5,23,2,1,0,0
16,314,1,22,2,4,0,1,1
16,314,1,30,16,4,1,1,0
16,314,3,19,4,3,0,1,0
16,314,3,23,26,4,1,1,1
16,314,4,2,11,3,0,1,1
16,314,4,18,27,1,1,1,1
16,314,4,23,1,3,1,1,1
16,314,4,29,16,3,1,1,1
16,314,5,30,26,3,0,0,0
16,315,3,8,29,4,0,0,1
16,315,4,2,12,3,1,1,1
16,315,6,25,3,3,1,1,1
16,316,2,13,7,2,1,0,1
16,316,2,15,26,3,0,1,0
16,316,2,26,18,3,0,1,1
16,317,2,29,21,3,1,1,1
16,317,5,2,2,2,1,1,1
16,317,6,7,10,2,1,1,1
16,317,6,28,30,2,1,0,0
16,317,7,9,29,3,0,1,0
16,318,2,22,17,4,0,1,0
16,318,3,6,17,3,0,0,1
16,318,3,19,27,1,1,1,0
16,319,3,4,24,1,1,0,0
16,319,4,2,23,4,1,1,0
16,319,4,10,7,3,0,1,0
16,319,4,18,16,1,0,1,0
16,319,7,4,24,1,1,1,0
16,320,1,5,7,1,0,0,0
16,320,2,6,17,4,0,1,1
16,320,2,25,24,1,0,0,0
16,320,7,16,30,4,1,1,1
16,321,7,21,15,1,0,0,1
16,322,1,18,19,3,1,1,0
16,322,2,25,27,1,0,1,0
16,322,4,29,29,4,1,0,1
16,322,6,24,18,3,1,0,0
16,322,7,6,26,1,0,0,0
16,323,2,7,20,4,1,0,0
16,323,4,5,24,1,1,0,0
16,323,5,27,17,4,1,0,1
16,323,6,5,11,1,0,1,1
16,324,2,21,2,4,1,0,0
16,324,3,16,15,4,0,0,1
16,325,4,14,5,1,1,0,1
16,325,6,3,10,4,0,1,1
16,325,6,6,2,2,0,1,0
16,325,7,11,4,3,1,1,1
16,326,1,15,16,3,0,0,0
16,326,4,18,1,1,1,1,0
16,326,5,2,26,3,0,0,1
16,326,5,13,8,3,0,0,0
16,327,3,7,27,1,1,0,1
16,327,5,3,4,3,0,1,1
16,327,5,22,18,2,0,1,1
16,328,1,18,4,1,1,1,1
16,328,3,11,27,2,0,0,1
16,328,3,26,25,4,1,1,0
16,328,4,14,1,1,1,0,1
16,329,4,10,8,1,1,0,0
16,329,5,25,16,3,1,0,0
16,329,7,22,25,2,0,1,0
16,330,1,2,2,1,1,0,1
16,330,1,22,4,4,0,0,0
16,330,3,27,12,1,1,0,0
16,330,5,7,8,2,0,1,0
16,331,4,8,27,4,1,1,0
16,331,4,24,16,4,1,0,0
16,332,1,27,23,2,0,0,0
16,332,2,13,28,4,0,1,0
16,332,3,23,3,4,0,1,1
16,332,7,21,10,3,1,1,1
16,333,2,15,8,4,1,0,1
16,334,1,25,16,4,1,0,0
16,334,2,20,21,2,0,1,0
16,334,3,15,26,3,1,0,1
16,335,2,21,1,1,1,1,1
16,335,3,26,15,4,1,0,1
16,335,4,21,9,3,0,1,1
16,335,6,14,1,3,1,1,1
16,335,6,15,17,4,0,0,1
16,336,1,18,3,3,1,0,0
16,336,3,22,14,4,0,0,0
16,336,5,9,16,1,0,1,1
16,336,6,4,15,4,0,0,0
16,336,7,2,28,4,0,0,0
16,336,7,14,27,3,0,1,0
16,337,1,20,20,4,0,1,0
16,337,2,13,2,2,1,0,0
16,337,3,8,20,3,1,0,0
16,339,1,9,5,1,1,0,1
16,339,3,14,4,4,0,1,0
16,340,1,22,17,4,0,0,0
16,340,2,17,14,1,0,0,0
16,340,3,3,10,1,1,1,1
16,340,5,25,27,2,1,0,1
16,341,2,21,25,3,1,0,0
16,341,2,25,14,4,0,0,1
16,341,6,22,18,2,1,1,0
16,342,1,1,22,3,0,1,0
16,342,1,4,17,4,0,0,1
16,342,2,11,27,2,1,1,1
16,342,7,7,12,2,0,1,0
16,343,5,14,6,1,0,1,0
16,343,6,8,22,2,1,1,0
16,344,4,4,27,4,1,1,0
16,344,7,17,26,4,1,1,1
16,345,2,1,19,3,0,0,0
16,345,5,7,10,1,0,1,0
16,346,2,12,24,2,1,1,1
16,346,2,14,11,3,0,1,1
16,346,3,15,16,1,1,1,0
16,346,4,9,20,3,1,1,1
16,347,2,12,10,1,0,0,0
16,347,2,23,13,3,0,1,1
16,347,4,21,2,1,0,1,1
16,347,5,1,16,3,1,0,1
16,347,5,9,13,1,0,1,1
16,347,5,27,16,3,1,1,1
16,347,6,10,5,2,1,0,0
16,347,6,26,21,2,1,0,1
16,347,7,25,27,1,0,1,1
16,348,2,8,3,4,0,0,0
16,348,2,25,19,3,0,0,0
16,348,3,17,17,2,1,1,0
16,348,3,27,20,1,1,1,1
16,348,4,17,6,4,1,0,1
16,348,7,10,13,3,1,1,0
16,349,2,7,8,4,1,1,1
16,349,4,15,22,4,0,0,1
16,349,5,27,20,3,1,0,1
16,350,1,2,5,2,1,1,0
16,350,4,10,16,4,0,0,0
16,350,4,18,21,4,0,1,1
16,350,5,6,16,3,1,1,1
16,350,5,15,8,4,1,1,1
16,350,7,19,5,2,1,0,1
16,351,1,15,6,2,1,1,0
16,351,4,25,6,3,0,0,1
16,351,4,25,12,1,0,1,1
16,351,5,8,10,4,0,1,0
16,352,1,24,25,2,0,1,0
16,352,4,17,9,2,0,1,0
16,353,1,22,8,1,0,1,0
16,353,4,3,10,1,0,0,1
16,354,4,13,15,3,0,1,0
16,354,5,27,1,4,1,1,0
16,354,7,3,15,1,0,1,1
16,354,7,22,8,4,1,1,0
16,355,6,19,27,1,0,0,0
16,355,7,20,25,1,0,0,0
16,356,1,20,6,4,0,1,0
16,356,3,24,8,1,1,0,0
16,357,3,6,26,1,0,0,0
16,357,4,11,17,4,0,0,0
16,357,6,23,14,3,1,1,0
16,357,7,23,4,4,0,0,1
16,358,2,25,1,1,1,1,1
16,358,3,13,8,2,1,1,1
16,358,5,3,4,2,0,1,0
16,358,5,3,19,1,0,1,1
16,358,7,2,9,4,0,0,0
16,359,1,3,26,4,0,1,1
16,359,1,6,18,2,0,0,1
16,359,1,16,16,3,0,0,1
16,359,3,13,17,4,1,1,0
16,359,6,3,6,2,0,0,0
16,360,3,23,17,2,0,0,0
16,360,5,3,21,2,0,0,0
16,360,7,14,10,3,1,1,1
16,360,7,22,6,4,1,0,1
16,361,2,10,16,1,1,1,0
16,362,5,11,25,1,0,1,1
16,362,7,22,19,4,1,1,1
16,363,4,3,14,3,0,0,0
16,363,5,4,21,2,1,0,0
16,363,7,17,16,1,1,0,1
16,364,3,8,17,4,0,0,1
16,365,1,13,9,2,1,1,0
16,365,2,13,2,4,1,1,1
16,365,3,14,5,1,0,1,1
16,365,4,26,20,1,0,1,1
16,365,5,7,26,1,1,1,1
16,366,2,2,21,2,0,1,0
16,366,7,13,17,3,1,0,0
16,367,3,25,1,4,1,1,1
16,367,5,15,24,3,1,0,0
16,368,6,24,6,3,1,1,1
16,368,6,26,20,1,0,1,0
16,369,7,13,22,4,1,0,1
16,370,1,1,11,4,1,0,1
16,370,5,19,22,1,1,1,0
16,371,1,18,12,3,0,1,1
16,371,4,25,3,1,1,0,0
16,371,5,17,5,3,1,0,0
16,371,6,17,20,1,0,0,1
16,371,7,24,20,2,0,1,1
16,372,2,13,1,3,0,0,0
16,372,3,8,16,2,1,0,0
16,372,4,15,7,2,0,0,0
16,372,4,22,5,1,1,0,0
16,372,6,18,24,2,0,0,0
16,373,1,24,16,4,1,1,1
16,373,3,18,22,4,0,0,0
16,374,2,20,21,2,1,0,1
16,374,3,15,15,2,0,1,1
16,374,5,21,1,1,1,0,1
16,375,1,7,25,2,0,0,1
16,375,1,8,6,1,1,1,0
16,375,3,18,13,1,1,1,0
16,375,5,17,4,3,0,1,0
16,375,6,19,16,4,1,1,1
16,375,7,10,24,4,0,0,0
16,376,4,20,9,1,0,1,1
16,376,5,22,16,4,0,0,1
16,376,7,11,15,2,1,1,1
16,377,1,8,9,1,1,0,0
16,377,2,13,10,3,1,0,0
16,377,4,9,14,1,1,0,0
16,377,6,12,22,2,0,1,0
16,378,3,5,14,2,1,0,1
16,378,5,12,23,1,0,0,0
16,378,7,24,16,2,0,0,0
16,379,1,24,14,4,0,1,0
16,379,2,23,15,1,1,0,1
16,379,5,14,13,4,1,1,1
16,379,7,18,20,3,1,1,0
16,380,1,21,16,1,0,1,1
16,380,2,1,23,2,0,1,0
16,380,2,4,1,3,1,1,1
16,380,5,10,10,3,1,1,1
16,380,6,10,17,2,0,1,1
16,380,7,7,24,1,1,1,0
16,381,3,4,4,1,0,0,1
16,381,3,14,14,4,0,1,0
16,381,3,18,12,3,1,0,0
16,381,5,6,4,4,1,0,1
16,382,6,14,15,1,1,0,1
16,383,1,18,16,1,1,1,0
16,383,4,20,22,1,1,0,1
16,383,5,6,7,4,1,1,1
16,384,1,9,19,1,0,1,1
16,384,2,10,6,3,1,0,1
16,384,6,16,23,2,0,1,1
16,386,2,23,4,1,0,1,1
16,386,3,22,23,2,0,1,1
16,386,5,5,9,1,1,1,1
16,387,2,17,18,3,0,0,1
16,388,1,2,12,3,0,0,1
16,389,4,24,19,3,1,1,0
16,389,5,11,1,1,0,1,0
16,389,7,15,5,3,1,0,1
16,390,3,17,21,1,1,1,1
16,390,4,6,2,2,1,1,0
16,390,5,21,10,3,0,1,0
16,391,3,5,15,3,0,1,1
16,391,5,17,13,3,0,0,0
16,393,1,5,8,1,1,0,0
16,393,1,19,16,4,1,0,1
16,393,1,24,14,4,1,0,0
16,393,2,15,19,1,1,1,0
16,393,7,15,10,2,0,1,0
16,394,6,8,18,2,0,0,1
16,394,6,23,12,3,0,0,1
16,395,3,2,12,1,1,0,0
16,395,3,17,13,3,0,0,1
16,395,4,15,4,1,1,1,0
16,395,5,23,16,3,1,0,0
16,395,6,4,20,2,1,0,1
16,395,6,24,16,1,1,1,0
16,395,7,7,2,1,1,0,1
16,395,7,18,23,4,1,1,1
16,396,2,10,1,4,0,0,1
16,396,3,3,4,2,1,0,0
16,396,5,5,19,2,1,1,1
16,398,2,3,7,1,1,1,0
16,398,2,4,21,1,1,1,0
16,398,6,3,14,3,0,0,0
16,399,5,13,1,4,1,0,0
16,399,7,13,2,4,0,1,1
16,400,3,14,15,2,1,1,0
16,400,4,17,16,4,0,1,1
16,400,5,4,22,2,0,1,1
16,400,5,8,24,2,0,0,1
16,400,6,19,3,2,1,0,0
16,401,2,14,19,1,1,1,1
16,401,2,22,8,1,0,0,1
16,401,4,3,14,2,1,1,1
16,402,5,11,12,3,1,1,0
16,402,5,20,8,2,1,1,0
16,403,1,22,21,3,1,1,1
16,404,2,9,23,3,1,0,0
16,404,4,20,5,1,1,1,1
16,404,6,23,12,1,0,1,0
16,404,7,3,16,2,0,0,0
16,405,3,11,21,1,0,0,0
16,405,5,12,14,1,0,0,1
16,405,6,2,2,3,1,0,0
16,406,2,18,6,1,1,1,1
16,406,4,14,11,1,1,0,1
16,406,5,18,23,1,0,0,1
16,406,6,18,20,4,1,0,1
16,406,7,13,6,3,0,0,1
16,407,2,14,2,4,1,1,1
16,407,3,7,18,3,1,0,0
16,407,3,13,2,1,1,1,1
16,408,7,6,13,3,0,1,1
16,409,2,7,6,2,1,0,1
16,409,5,21,5,4,1,1,0
16,409,7,11,6,4,0,0,0
16,410,4,7,6,2,0,1,0
16,411,2,8,1,4,0,0,1
16,411,4,4,3,1,1,1,0
16,411,6,5,11,1,0,1,1
16,411,6,6,14,4,0,1,1
16,411,6,11,8,1,1,0,0
16,412,1,14,14,2,0,0,1
16,412,2,11,12,1,1,1,1
16,413,1,8,9,3,0,1,1
16,413,4,19,10,2,0,1,1
16,413,6,21,17,3,1,1,1
16,414,2,17,23,3,1,1,1
16,414,6,8,19,3,0,1,0
16,415,1,16,22,3,1,0,0
16,415,1,17,17,3,1,1,1
16,415,5,13,17,1,0,1,1
16,415,6,13,23,3,0,0,1
16,415,6,20,16,3,0,1,0
16,415,7,23,2,2,0,0,0
16,416,3,10,17,4,0,1,1
16,416,3,14,23,4,1,1,0
16,416,3,23,23,3,1,0,0
16,416,7,10,8,1,1,0,0
16,418,1,1,10,2,0,1,0
16,418,4,22,22,3,0,1,0
16,418,7,1,9,4,0,0,1
16,419,3,8,17,4,1,1,0
16,420,2,16,3,2,1,1,0
16,420,2,17,22,2,1,1,1
16,420,3,4,11,3,0,0,1
16,420,4,6,8,2,1,0,0
16,420,4,12,13,4,0,1,1
16,420,5,5,7,4,0,1,1
16,421,2,22,6,3,1,1,1
16,421,3,16,21,1,0,1,0
16,421,4,17,2,4,1,1,0
16,421,5,22,11,4,0,1,0
16,422,2,10,9,3,0,0,1
16,422,3,21,18,3,0,1,0
16,422,5,17,14,3,1,1,1
16,422,6,16,13,3,1,0,1
16,423,1,6,1,1,0,0,1
