batchsize,dim_input,dim_output,activation_fct
16,3981,1165,0
16,3982,1131,1
16,3985,1116,1
16,3990,2798,1
16,3994,1552,0
16,3994,1772,0
16,3994,3841,0
16,3999,1554,0
16,4000,1073,0
16,4006,4042,0
16,4007,488,1
16,4007,3895,1
16,4010,2535,0
16,4010,3023,1
16,4013,1124,0
16,4016,2815,0
16,4016,3885,0
16,4017,515,0
16,4017,902,1
16,4017,3707,0
16,4018,4094,1
16,4019,2173,1
16,4021,2143,1
16,4023,323,1
16,4027,2544,1
16,4028,3992,1
16,4031,1204,0
16,4031,1427,1
16,4031,3117,0
16,4031,3624,0
16,4032,3317,0
16,4033,221,1
16,4033,3947,1
16,4035,1222,0
16,4035,2471,1
16,4035,3738,1
16,4036,1011,1
16,4038,46,1
16,4038,2246,0
16,4040,607,0
16,4041,3640,1
16,4044,3310,1
16,4045,3358,0
16,4046,318,0
16,4048,1026,0
16,4049,4042,0
16,4053,268,1
16,4053,1646,0
16,4058,675,1
16,4060,1114,0
16,4060,1191,1
16,4060,1591,1
16,4061,3017,0
16,4073,2583,0
16,4076,1312,0
16,4077,1624,1
16,4081,1755,0
16,4081,1941,1
16,4091,523,1
16,4093,526,1
16,4093,2365,0
17,2,1882,1
17,3,4043,0
17,6,1393,0
17,6,3219,1
17,7,2831,1
17,10,206,1
17,19,1132,0
17,22,1770,1
17,23,1238,1
17,24,1171,0
17,26,480,0
17,29,913,1
17,32,1658,0
17,34,2679,0
17,36,1916,1
17,36,2730,0
17,36,3908,0
17,37,3260,1
17,39,881,1
17,41,733,1
17,41,3291,0
17,41,3852,1
17,43,1641,1
17,49,3948,1
17,52,1575,0
17,52,2953,0
17,59,2411,1
17,64,1426,0
17,64,3371,1
17,65,2238,1
17,67,3937,0
17,68,4001,0
17,69,34,0
17,75,1690,1
17,78,2360,1
17,79,2364,1
17,82,1967,0
17,85,681,0
17,85,1303,1
17,89,31,0
17,91,471,1
17,91,1114,1
17,94,2077,1
17,95,617,0
17,101,717,0
17,102,2481,0
17,108,1107,0
17,110,813,1
17,111,144,1
17,114,167,0
17,115,3480,0
17,117,3727,1
17,118,2893,1
17,121,2288,0
17,124,18,1
17,133,3471,1
17,136,568,0
17,137,237,1
17,139,2729,0
17,139,3316,0
17,141,771,1
17,142,1024,1
17,143,1700,1
17,152,848,0
17,155,145,0
17,157,722,0
17,158,675,0
17,161,3951,0
17,165,3869,1
17,166,966,1
17,166,3913,0
17,169,2812,0
17,171,3324,1
17,183,706,0
17,183,880,1
17,185,210,0
17,186,956,0
17,189,2997,0
17,191,2492,1
17,192,503,1
17,192,997,0
17,197,550,1
17,197,1432,1
17,199,976,0
17,199,3351,0
17,202,1992,1
17,207,3601,1
17,210,2439,0
17,210,3990,1
17,211,1213,0
17,216,72,1
17,216,1841,1
17,217,2947,1
17,221,334,1
17,222,2226,0
17,230,1984,1
17,230,3216,0
17,233,1478,0
17,235,936,1
17,236,3718,0
17,237,434,0
17,241,2919,1
17,244,2285,0
17,244,2304,1
17,248,1577,0
17,252,2452,0
17,253,1479,1
17,254,1339,1
17,254,1469,0
17,256,2337,1
17,260,2715,1
17,262,3879,0
17,264,2314,1
17,269,3351,1
17,274,1938,1
17,275,1994,0
17,275,3336,1
17,280,2462,0
17,282,602,1
17,283,2547,0
17,284,3146,0
17,291,520,1
17,292,2288,1
17,294,3009,1
17,294,3726,1
17,295,2835,1
17,296,390,0
17,313,331,0
17,314,2287,1
17,315,1333,1
17,316,2280,0
17,316,3397,0
17,317,2693,0
17,319,3877,0
17,320,1956,1
17,320,2740,0
17,321,345,0
17,323,2383,1
17,324,769,0
17,324,855,0
17,327,1256,1
17,329,1035,1
17,329,3400,1
17,331,3757,0
17,335,3040,1
17,340,3739,0
17,344,1079,1
17,344,2978,0
17,345,1936,0
17,347,3043,0
17,348,630,1
17,348,1629,1
17,348,3247,0
17,359,1098,0
17,360,4044,1
17,365,2697,1
17,366,2482,0
17,369,384,1
17,370,122,1
17,374,3858,1
17,374,4009,1
17,375,2054,0
17,376,1324,0
17,381,3906,0
17,382,3174,1
17,387,330,1
17,391,3135,0
17,397,1581,0
17,399,1306,0
17,400,1511,1
17,401,2255,0
17,405,3764,1
17,408,3690,0
17,410,2079,0
17,413,1865,1
17,415,820,1
17,417,2670,0
17,419,2398,1
17,423,3330,0
17,424,1859,1
17,425,2632,1
17,426,430,0
17,426,467,1
17,430,581,0
17,434,175,0
17,435,676,1
17,435,760,0
17,435,3611,0
17,437,2208,0
17,438,2951,1
17,440,425,0
17,441,2661,0
17,443,3347,1
17,448,1991,1
17,453,846,1
17,458,242,0
17,459,542,0
17,459,2269,1
17,460,1302,0
17,463,3797,1
17,464,2523,0
17,464,2587,1
17,466,3241,1
17,468,3165,1
17,470,2692,1
17,475,188,1
17,477,935,0
17,479,1126,1
17,481,4090,1
17,482,2189,0
17,482,2270,1
17,486,728,0
17,497,1719,1
17,497,1967,0
17,499,286,1
17,502,1612,1
17,504,3794,1
17,505,3414,0
17,506,124,0
17,506,300,1
17,512,1783,0
17,514,3461,0
17,517,3024,0
17,519,1236,0
17,530,2536,1
17,530,3832,0
17,539,415,0
17,540,3823,0
17,547,2059,1
17,548,493,0
17,550,1570,0
17,552,1039,0
17,553,4070,1
17,562,3297,1
17,563,3827,1
17,565,68,0
17,575,481,1
17,576,876,0
17,576,2848,0
17,579,1055,0
17,583,3902,1
17,584,1287,0
17,585,3100,1
17,586,2351,1
17,591,2405,1
17,592,4058,0
17,593,1520,1
17,594,2345,0
17,596,3507,0
17,607,1536,0
17,611,173,1
17,615,2696,0
17,617,3570,0
17,618,4026,0
17,620,3170,1
17,623,2628,1
17,623,3504,0
17,624,934,1
17,626,2812,0
17,627,2863,1
17,627,4047,1
17,632,81,0
17,632,1940,0
17,634,2131,0
17,635,1373,0
17,639,279,1
17,639,2834,0
17,644,3799,0
17,646,3545,0
17,647,3351,1
17,650,848,1
17,651,4041,0
17,656,3760,1
17,666,1283,1
17,668,154,1
17,669,2616,1
17,674,2925,0
17,679,801,0
17,685,2412,1
17,690,99,1
17,690,2166,0
17,694,3119,0
17,698,823,0
17,698,2195,0
17,702,3850,0
17,706,885,1
17,713,1690,0
17,718,1712,0
17,720,86,1
17,721,1123,1
17,726,3492,1
17,735,1130,0
17,748,2497,1
17,748,3618,0
17,751,151,1
17,754,1330,0
17,754,1876,1
17,756,3892,1
17,759,2720,0
17,765,2893,0
17,767,1761,0
17,768,3877,0
17,779,3753,0
17,785,2211,0
17,785,2671,0
17,786,1945,1
17,787,625,1
17,787,1870,0
17,791,1337,0
17,793,442,1
17,795,533,0
17,797,2144,1
17,798,76,0
17,803,575,1
17,804,3541,0
17,805,134,1
17,806,2821,0
17,807,3993,1
17,814,1341,0
17,819,370,0
17,822,1993,0
17,831,1737,0
17,832,2866,1
17,836,743,0
17,839,18,1
17,841,2180,1
17,848,2244,1
17,848,2736,0
17,849,3643,1
17,851,1873,1
17,851,4034,0
17,853,688,1
17,855,3993,0
17,856,447,0
17,856,2986,0
17,859,107,0
17,860,1986,0
17,864,1660,1
17,870,3558,0
17,871,3103,1
17,872,3393,1
17,874,1170,1
17,877,2699,1
17,878,3992,0
17,880,3148,0
17,881,1550,1
17,882,2021,1
17,886,453,1
17,890,825,1
17,891,1475,0
17,891,2351,0
17,895,3703,0
17,900,4029,1
17,907,775,1
17,912,4016,0
17,920,14,1
17,921,3246,1
17,926,2529,1
17,929,1,1
17,930,2424,0
17,934,4003,0
17,938,824,0
17,941,567,0
17,945,6,1
17,946,496,1
17,947,727,1
17,947,3227,0
17,952,2847,0
17,958,1887,1
17,959,1957,1
17,968,1453,1
17,979,3317,1
17,983,2670,1
17,985,599,1
17,986,3388,1
17,987,2015,0
17,987,2185,1
17,987,3759,0
17,988,476,1
17,989,1487,0
17,997,3830,0
17,997,3928,1
17,1000,408,0
17,1002,2811,1
17,1010,352,1
17,1010,1879,1
17,1012,2832,0
17,1017,1269,0
17,1023,2947,1
17,1024,3327,0
17,1036,780,1
17,1036,2006,0
17,1036,3084,1
17,1038,4012,0
17,1047,432,0
17,1047,4076,0
17,1049,664,1
17,1054,3439,0
17,1055,1196,0
17,1056,2423,0
17,1056,2485,1
17,1058,4,1
17,1060,3086,1
17,1061,108,0
17,1061,609,0
17,1062,1371,0
17,1066,1492,1
17,1066,3469,0
17,1067,2892,1
17,1067,3312,1
17,1068,839,0
17,1076,1763,0
17,1079,2128,1
17,1080,2213,1
17,1083,2807,0
17,1084,850,0
17,1085,515,0
17,1088,658,0
17,1091,145,0
17,1091,235,0
17,1100,2968,1
17,1103,1473,1
17,1105,1484,1
17,1108,652,1
17,1112,537,1
17,1114,3438,1
17,1115,78,1
17,1117,47,0
17,1117,3293,0
17,1120,1629,1
17,1122,3544,0
17,1122,3760,1
17,1123,1311,0
17,1125,792,1
17,1126,3221,0
17,1128,391,1
17,1128,3986,1
17,1135,2854,0
17,1137,2066,0
17,1143,2752,1
17,1144,450,0
17,1144,2154,1
17,1145,2331,1
17,1151,73,1
17,1152,2382,0
17,1153,3443,0
17,1155,323,1
17,1157,359,1
17,1162,739,1
17,1169,37,1
17,1170,3824,1
17,1172,3773,0
17,1175,1178,1
17,1175,1903,1
17,1175,3491,0
17,1176,480,1
17,1179,1749,1
17,1179,3754,1
17,1180,771,0
17,1181,2742,0
17,1184,591,0
17,1187,142,0
17,1187,3473,0
17,1187,4048,0
17,1192,1225,0
17,1192,2962,1
17,1195,2186,1
17,1196,896,0
17,1199,3100,1
17,1199,3740,0
17,1201,4017,0
17,1203,1455,0
17,1206,3095,1
17,1209,569,0
17,1211,3731,0
17,1212,3206,0
17,1215,2234,1
17,1217,183,0
17,1217,1531,0
17,1220,661,1
17,1220,1017,0
17,1220,2689,0
17,1226,3051,0
17,1227,3372,0
17,1228,3620,0
17,1230,3681,1
17,1231,2589,1
17,1234,3306,0
17,1235,402,1
17,1236,185,0
17,1237,284,1
17,1237,1346,1
17,1237,1571,0
17,1237,3167,0
17,1238,1576,1
17,1240,156,0
17,1240,2146,1
17,1241,2000,1
17,1243,2705,0
17,1245,3332,1
17,1249,291,1
17,1252,640,0
17,1252,3210,0
17,1253,3426,1
17,1255,2697,1
17,1256,724,1
17,1258,3438,1
17,1268,1463,0
17,1272,3271,1
17,1274,2747,0
17,1285,1356,1
17,1285,3787,0
17,1288,1357,0
17,1290,2275,0
17,1294,1503,0
17,1296,2813,1
17,1296,3526,1
17,1303,2579,0
17,1304,1892,1
17,1306,2560,0
17,1310,3439,0
17,1312,262,0
17,1312,421,0
17,1313,968,1
17,1313,1367,1
17,1315,2343,1
17,1319,653,1
17,1322,2808,1
17,1323,1526,1
17,1325,3905,0
17,1326,3336,1
17,1326,3354,0
17,1327,1323,1
17,1332,3400,1
17,1334,3217,0
17,1338,3787,0
17,1339,773,0
17,1339,1412,0
17,1339,3614,1
17,1341,3117,1
17,1342,1087,0
17,1344,3523,1
17,1345,2534,1
17,1346,2991,1
17,1348,2458,0
17,1349,3555,1
17,1350,2270,0
17,1351,265,0
17,1360,2516,1
17,1363,2148,0
17,1365,171,1
17,1373,2857,1
17,1376,1647,0
17,1377,3737,0
17,1378,340,1
17,1378,501,1
17,1379,3930,0
17,1380,3791,1
17,1382,2179,0
17,1382,2369,0
17,1382,3644,0
17,1383,1247,1
17,1385,391,0
17,1387,1066,1
17,1388,2344,1
17,1392,238,0
17,1392,3886,0
17,1394,2364,1
17,1394,2557,0
17,1394,3029,1
17,1395,277,0
17,1396,1201,1
17,1403,2039,1
17,1407,2244,0
17,1410,1500,1
17,1413,227,0
17,1414,1540,1
17,1415,3605,1
17,1427,379,1
17,1427,1182,1
17,1435,1376,0
17,1436,2946,1
17,1438,1254,1
17,1440,2953,0
17,1441,1339,1
17,1446,65,1
17,1455,1208,0
17,1455,1537,1
17,1457,3908,1
17,1468,2571,1
17,1470,1174,0
17,1473,66,0
17,1476,2661,1
17,1480,1094,1
17,1480,1908,1
17,1482,2545,1
17,1484,4055,1
17,1486,1809,0
17,1486,1973,1
17,1490,2709,1
17,1495,2015,1
17,1497,2579,1
17,1499,4092,1
17,1504,27,1
17,1504,946,1
17,1504,3941,0
17,1509,160,1
17,1509,3830,1
17,1513,95,1
17,1518,1295,0
17,1519,1988,1
17,1519,2796,1
17,1521,2552,0
17,1523,1533,0
17,1529,210,0
17,1531,2926,0
17,1538,2779,1
17,1538,2811,0
17,1543,2205,1
17,1544,2469,0
17,1544,2476,0
17,1551,1957,1
17,1555,682,0
17,1557,2879,1
17,1557,3571,1
17,1558,623,1
17,1561,1320,0
17,1562,3193,0
17,1564,515,1
17,1567,2873,1
17,1574,2360,1
17,1581,1048,0
17,1582,3099,0
17,1583,1688,0
17,1586,3185,0
17,1590,3341,1
17,1593,1526,0
17,1593,2899,1
17,1593,3115,0
17,1594,3875,0
17,1596,1794,1
17,1597,429,1
17,1597,1994,0
17,1600,635,0
17,1607,2236,0
17,1611,3093,1
17,1615,537,0
17,1619,2261,1
17,1619,3199,1
17,1623,400,0
17,1623,2008,1
17,1624,2413,1
17,1624,3566,0
17,1627,1707,1
17,1627,3515,0
17,1629,2127,1
17,1631,1319,1
17,1632,3316,0
17,1633,245,0
17,1637,41,1
17,1638,2027,0
17,1640,3481,1
17,1643,2787,1
17,1644,2834,0
17,1648,208,0
17,1648,3373,1
17,1648,3482,0
17,1650,2996,1
17,1651,1813,1
17,1651,2317,1
17,1652,999,1
17,1652,1593,1
17,1654,181,0
17,1659,1999,1
17,1660,3886,1
17,1663,2828,0
17,1667,3890,0
17,1668,1202,1
17,1669,3013,0
17,1672,224,0
17,1677,1526,1
17,1682,2822,0
17,1683,3221,0
17,1684,212,1
17,1685,1506,1
17,1686,84,0
17,1686,2182,1
17,1689,729,0
17,1690,1490,0
17,1691,3889,0
17,1693,1276,0
17,1693,2292,0
17,1695,1745,0
17,1695,1781,0
17,1696,3959,0
17,1697,4003,1
17,1698,128,0
17,1706,362,1
17,1708,525,0
17,1709,218,0
17,1709,718,0
17,1709,1793,0
17,1715,1071,0
17,1717,781,0
17,1717,1209,1
17,1717,4010,0
17,1718,681,0
17,1718,3621,1
17,1720,3091,0
17,1722,1436,0
17,1726,256,1
17,1727,1251,0
17,1727,1614,1
17,1729,4055,0
17,1731,1814,1
17,1731,2300,0
17,1740,1108,1
17,1740,3799,1
17,1750,2111,1
17,1756,2477,0
17,1760,1844,1
17,1764,3712,0
17,1770,363,1
17,1770,1410,1
17,1772,3428,0
17,1776,271,0
17,1777,39,1
17,1778,2532,0
17,1784,2867,0
17,1790,3565,0
17,1794,2890,0
17,1797,3959,0
17,1800,1444,0
17,1802,2584,1
17,1805,3515,0
17,1809,310,0
17,1809,1771,0
17,1810,963,0
17,1812,2953,1
17,1813,1157,1
17,1819,2698,1
17,1826,650,1
17,1829,1443,0
17,1830,725,0
17,1840,3042,0
17,1845,1036,1
17,1847,3311,1
17,1847,3514,1
17,1854,794,1
17,1854,2049,1
17,1855,1785,1
17,1858,716,0
17,1863,3096,0
17,1864,2027,0
17,1874,94,1
17,1874,849,0
17,1874,2967,1
17,1878,3348,0
17,1880,226,1
17,1880,1679,0
17,1881,907,1
17,1881,2135,0
17,1884,620,1
17,1885,61,1
17,1886,973,1
17,1887,1309,0
17,1889,916,0
17,1900,2490,0
17,1903,863,1
17,1909,4084,1
17,1910,1500,0
17,1912,854,0
17,1912,2399,0
17,1913,3177,0
17,1915,2853,1
17,1917,65,0
17,1917,590,1
17,1918,262,1
17,1918,2737,1
17,1920,601,1
17,1922,66,0
17,1927,1250,1
17,1929,3699,0
17,1931,851,0
17,1943,893,1
17,1944,94,1
17,1946,484,1
17,1948,1858,0
17,1951,2212,1
17,1956,3123,0
17,1959,3288,1
17,1960,86,1
17,1962,3008,0
17,1964,2260,0
17,1964,3137,1
17,1966,3784,1
17,1967,203,0
17,1971,3732,0
17,1977,1480,1
17,1992,2838,1
17,1993,393,1
17,1993,3918,0
17,2000,2036,0
17,2000,3811,0
17,2001,374,1
17,2004,4079,0
17,2006,1957,1
17,2011,670,0
17,2012,3105,0
17,2013,2357,0
17,2018,3857,1
17,2023,3581,1
17,2026,1243,0
17,2027,563,1
17,2028,350,0
17,2028,3805,0
17,2032,258,1
17,2032,1617,0
17,2034,2772,1
17,2035,4052,0
17,2036,3300,1
17,2038,279,0
17,2038,728,0
17,2039,1968,1
17,2042,3365,1
17,2044,2025,0
17,2046,245,0
17,2047,864,1
17,2048,484,1
17,2052,1544,0
17,2053,2061,1
17,2056,2141,1
17,2061,3649,1
17,2063,2374,1
17,2066,3881,0
17,2067,2021,1
17,2069,2612,1
17,2070,3913,1
17,2070,4012,0
17,2072,2866,0
17,2072,3375,0
17,2073,1452,1
17,2081,3257,0
17,2088,3824,0
17,2089,1700,1
17,2090,140,1
17,2090,161,1
17,2090,924,0
17,2093,524,0
17,2094,3568,1
17,2097,613,1
17,2097,1126,1
17,2099,3270,1
17,2105,962,0
17,2105,1447,1
17,2105,1789,1
17,2109,1174,0
17,2111,55,1
17,2115,2229,0
17,2116,2263,1
17,2120,1989,0
17,2123,2498,0
17,2124,2417,1
17,2124,3289,0
17,2132,479,0
17,2133,405,0
17,2135,2200,0
17,2135,3308,0
17,2136,2049,0
17,2140,798,1
17,2144,814,1
17,2145,3811,1
17,2146,122,0
17,2148,2261,1
17,2149,3570,0
17,2152,506,1
17,2156,3517,0
17,2158,3863,0
17,2160,2628,1
17,2165,2130,1
17,2175,1138,1
17,2175,2818,1
17,2179,1792,0
17,2180,275,0
17,2182,1194,1
17,2185,377,1
17,2187,2435,0
17,2187,3046,1
17,2188,3690,0
17,2197,3434,0
17,2200,2898,1
17,2202,68,1
17,2203,2943,0
17,2203,3552,0
17,2205,3575,1
17,2206,2763,0
17,2208,1225,0
17,2213,710,1
17,2215,1020,1
17,2215,3300,0
17,2217,1053,0
17,2223,1385,1
17,2232,1244,1
17,2233,662,1
17,2233,1288,1
17,2235,71,0
17,2235,3472,1
17,2237,1511,0
17,2238,2345,0
17,2239,1718,1
17,2241,2133,1
17,2241,2415,1
17,2246,1865,1
17,2246,1891,1
17,2247,2870,1
17,2250,119,1
17,2251,3223,0
17,2253,1405,1
17,2253,3753,1
17,2262,168,1
17,2266,955,0
17,2267,3616,0
17,2267,3764,0
17,2272,2531,0
17,2273,849,0
17,2274,2666,1
17,2276,1342,1
17,2276,1764,1
17,2277,2366,0
17,2279,3326,1
17,2282,1692,0
17,2283,97,1
17,2285,809,0
17,2290,3035,1
17,2292,2908,0
17,2299,1390,1
17,2300,3793,0
17,2306,326,1
17,2314,966,1
17,2315,2505,1
17,2315,3853,1
17,2319,2215,0
17,2319,3688,1
17,2320,3370,0
17,2320,3503,1
17,2330,3179,1
17,2333,865,0
17,2333,3249,0
17,2337,611,0
17,2339,3306,0
17,2340,1235,0
17,2340,2862,0
17,2342,1359,0
17,2346,871,0
17,2351,840,0
17,2359,2789,0
17,2364,3215,0
17,2372,3571,1
17,2373,4084,1
17,2374,1436,1
17,2374,3246,0
17,2375,129,1
17,2377,1172,0
17,2379,1816,0
17,2386,1185,1
17,2392,1694,1
17,2395,543,1
17,2395,1147,1
17,2397,820,1
17,2401,3843,1
17,2402,3239,0
17,2404,988,1
17,2406,267,0
17,2412,589,0
17,2412,3978,1
17,2415,2467,0
17,2421,3176,0
17,2422,2233,1
17,2423,80,1
17,2427,105,1
17,2434,1636,0
17,2438,3887,0
17,2439,389,1
17,2443,3002,0
17,2448,1825,0
17,2448,2427,0
17,2451,185,0
17,2452,2425,1
17,2454,695,0
17,2458,481,0
17,2460,1120,0
17,2462,936,1
17,2462,3760,1
17,2470,699,0
17,2480,706,1
17,2481,507,0
17,2483,2751,0
17,2483,3833,0
17,2491,1651,1
17,2498,3724,0
17,2500,1731,0
17,2506,2742,0
17,2508,583,0
17,2514,18,1
17,2514,3584,0
17,2516,3808,1
17,2517,3268,0
17,2519,515,0
17,2520,947,0
17,2522,307,0
17,2522,3693,0
17,2525,730,0
17,2525,1413,0
17,2528,2387,0
17,2528,4069,0
17,2529,3950,0
17,2535,1095,1
17,2537,3443,0
17,2544,2953,1
17,2546,2804,1
17,2546,3189,0
17,2550,1614,1
17,2551,239,1
17,2552,117,0
17,2571,3319,1
17,2575,3745,0
17,2581,1432,1
17,2582,1308,0
17,2598,2771,1
17,2598,3000,1
17,2601,652,1
17,2603,2987,0
17,2609,3108,1
17,2610,679,0
17,2611,1757,0
17,2614,957,0
17,2617,1566,1
17,2619,3973,0
17,2621,3546,0
17,2622,1227,1
17,2622,2097,1
17,2628,678,1
17,2639,2171,0
17,2639,2346,1
17,2641,2324,1
17,2641,2470,0
17,2641,4043,0
17,2647,876,0
17,2650,3493,1
17,2652,1944,0
17,2660,379,1
17,2668,2501,1
17,2672,1937,1
17,2673,2992,1
17,2676,401,1
17,2677,3458,0
17,2684,2155,0
17,2685,2485,1
17,2693,3798,0
17,2698,3023,0
17,2701,774,0
17,2704,2379,0
17,2709,2817,1
17,2712,380,1
17,2718,34,0
17,2720,2532,1
17,2721,188,0
17,2721,199,0
17,2723,639,0
17,2723,2591,1
17,2725,3687,1
17,2727,352,1
17,2729,3036,1
17,2731,236,0
17,2733,2927,1
17,2734,1006,0
17,2738,2648,1
17,2744,3329,1
17,2749,943,1
17,2749,3612,1
17,2750,3136,0
17,2752,3765,0
17,2752,3954,0
17,2755,3527,0
17,2756,747,0
17,2756,1910,1
17,2758,2954,1
17,2759,2953,0
17,2764,488,0
17,2766,1385,1
17,2773,2630,0
17,2778,695,1
17,2779,3412,1
17,2783,2294,0
17,2783,3178,0
17,2787,3071,1
17,2791,3086,0
17,2804,3777,0
17,2807,520,1
17,2816,287,0
17,2817,1662,1
17,2824,1052,1
17,2825,2802,1
17,2825,3279,1
17,2827,2507,0
17,2831,635,1
17,2832,3875,0
17,2833,103,0
17,2834,41,1
17,2835,714,1
17,2837,1837,0
17,2841,3409,0
17,2843,1766,1
17,2845,3962,0
17,2852,3259,1
17,2860,2669,0
17,2864,475,1
17,2865,425,0
17,2866,327,0
17,2866,2329,0
17,2867,1623,0
17,2874,2770,0
17,2876,2948,1
17,2880,3384,1
17,2881,1721,1
17,2882,450,1
17,2883,177,0
17,2889,2904,1
17,2890,3015,1
17,2890,3237,1
17,2892,2042,1
17,2893,1704,1
17,2893,3434,0
17,2893,3753,0
17,2896,364,1
17,2897,1405,1
17,2900,96,1
17,2902,3835,1
17,2903,2618,0
17,2904,2686,1
17,2908,3331,1
17,2911,2208,0
17,2911,2538,0
17,2916,603,0
17,2917,2876,1
17,2922,716,0
17,2923,1557,1
17,2925,845,0
17,2928,2885,0
17,2929,610,0
17,2931,370,1
17,2932,1645,1
17,2938,2375,1
17,2939,1580,0
17,2940,1720,0
17,2940,3653,0
17,2943,1879,1
17,2944,728,0
17,2945,1916,1
17,2949,944,0
17,2950,607,0
17,2951,3309,0
17,2956,2290,0
17,2958,3176,1
17,2959,231,1
17,2959,3780,0
17,2961,1880,0
17,2963,3163,0
17,2966,2389,0
17,2967,392,0
17,2974,336,0
17,2974,446,1
17,2980,2221,0
17,2981,2923,1
17,2989,1271,1
17,2989,2557,1
17,2990,826,1
17,2992,2591,1
17,2993,1165,1
17,2998,4015,0
17,3003,293,0
17,3004,1399,0
17,3010,1518,0
17,3012,789,1
17,3012,1319,1
17,3013,1976,1
17,3014,249,0
17,3017,598,1
17,3020,2501,0
17,3021,951,0
17,3023,3096,0
17,3031,1647,0
17,3035,3113,0
17,3040,446,0
17,3044,3659,1
17,3046,246,1
17,3047,2337,1
17,3048,720,0
17,3048,3770,0
17,3051,1770,1
17,3052,3899,1
17,3054,2228,1
17,3054,3478,0
17,3055,597,1
17,3055,1129,0
17,3058,976,0
17,3060,2707,1
17,3060,3898,0
17,3064,444,0
17,3064,1385,0
17,3072,1346,1
17,3073,2462,0
17,3073,3620,1
17,3074,624,1
17,3075,1981,1
17,3077,2060,1
17,3081,1772,0
17,3083,486,1
17,3083,1491,0
17,3092,423,1
17,3094,1466,0
17,3102,1297,1
17,3103,2443,0
17,3106,715,0
17,3106,3435,1
17,3107,1470,1
17,3108,2166,1
17,3113,1228,0
17,3115,4038,1
17,3119,626,0
17,3120,873,0
17,3120,1620,0
17,3120,3756,0
17,3122,1847,0
17,3124,1956,0
17,3130,1872,1
17,3131,1485,1
17,3135,2733,0
17,3135,2907,0
17,3137,1178,0
17,3138,2130,0
17,3138,3844,0
17,3139,1377,0
17,3141,1604,1
17,3141,3778,1
17,3148,3684,1
17,3150,483,0
17,3151,2673,1
17,3151,2739,1
17,3151,3398,0
17,3167,1541,1
17,3172,1318,1
17,3182,1807,1
17,3185,3536,0
17,3189,1796,0
17,3190,148,1
17,3193,1553,0
17,3194,868,1
17,3198,3297,1
17,3201,3474,0
17,3215,2205,1
17,3219,700,1
17,3221,1761,0
17,3226,2332,0
17,3226,2694,1
17,3230,974,0
17,3230,1353,1
17,3231,3098,1
17,3234,873,1
17,3234,3895,1
17,3235,2560,0
17,3237,43,1
17,3237,182,1
17,3237,389,0
17,3244,2992,1
17,3253,3380,1
17,3256,349,0
17,3260,321,0
17,3262,1423,1
17,3272,1228,1
17,3272,2499,1
17,3273,3438,1
17,3284,1336,0
17,3290,3457,1
17,3294,802,1
17,3294,927,0
17,3298,2750,1
17,3299,1831,0
17,3299,3644,0
17,3307,2886,0
17,3311,1021,1
17,3313,2444,0
17,3314,431,0
17,3315,1228,0
17,3319,3167,1
17,3332,1214,0
17,3335,1893,1
17,3335,2510,0
17,3340,1659,0
17,3340,2888,1
17,3344,80,1
17,3351,4034,0
17,3355,952,0
17,3359,316,1
17,3359,2314,1
17,3361,541,1
17,3361,4014,1
17,3362,1226,1
17,3363,226,0
17,3371,3474,1
17,3376,1149,0
17,3377,1857,1
17,3380,3610,0
17,3389,155,1
17,3389,1469,1
17,3393,3542,1
17,3398,3758,1
17,3400,2701,0
17,3401,115,1
17,3403,3661,1
17,3405,2438,0
17,3412,2529,1
17,3415,1708,0
17,3415,2224,1
17,3416,3218,1
17,3420,2174,1
17,3424,1853,1
17,3430,1276,0
17,3433,823,1
17,3436,2426,0
17,3443,2255,0
17,3447,3018,1
17,3449,47,1
17,3449,1241,1
17,3451,2871,1
17,3452,406,1
17,3455,36,0
17,3457,2831,1
17,3457,3478,1
17,3459,1861,0
17,3470,789,0
17,3472,2188,1
17,3473,3006,1
17,3475,1690,1
17,3476,161,1
17,3478,101,1
17,3478,465,1
17,3478,805,0
17,3490,2191,0
17,3492,74,1
17,3494,2695,1
17,3498,1546,0
17,3500,3007,1
17,3502,1378,1
17,3508,2544,0
17,3512,682,0
17,3513,1155,0
17,3513,3781,1
17,3515,3301,1
17,3517,1956,1
17,3520,2165,1
17,3522,3273,1
17,3523,3788,0
17,3524,946,0
17,3525,1026,0
17,3528,1392,1
17,3540,3498,0
17,3541,363,1
17,3542,329,1
17,3543,3040,0
17,3545,1093,1
17,3546,3213,0
17,3550,1086,0
17,3551,1004,1
17,3551,1988,0
17,3552,343,0
17,3553,288,0
17,3557,1995,1
17,3562,1481,1
17,3563,1423,0
17,3563,1498,1
17,3565,685,0
17,3565,3132,1
17,3567,2764,0
17,3569,923,0
17,3569,3072,0
17,3570,1251,1
17,3573,1495,1
17,3575,1807,0
17,3580,3943,0
17,3581,3279,0
17,3582,1656,0
17,3589,566,0
17,3589,3170,0
17,3593,103,1
17,3593,1218,0
17,3601,2365,0
17,3610,2389,0
17,3613,327,1
17,3617,2618,0
17,3619,2489,1
17,3619,2994,0
17,3620,3257,1
17,3625,1811,0
17,3626,150,1
17,3628,3563,0
17,3631,1432,1
17,3634,4065,1
17,3638,3471,1
17,3640,284,0
17,3641,3038,0
17,3643,483,0
17,3645,3294,1
17,3646,726,1
17,3646,2900,0
